GeneID	Function	Orthogroup
6225	LOC410743	Background	OG0000090
6226	LOC410744	Background	OG0000090
6227	LOC410745	Putative Immune	OG0000090
6228	LOC410746	Background	Unassigned
6229	LOC410747	Putative Immune	OG0009293
6230	LOC410748	Background	OG0000090
6231	LOC410749	Background	OG0003034
6232	LOC410751	Background	OG0001900
6233	LOC410752	Background	OG0006318
6234	LOC410753	Background	OG0001218
6235	LOC410754	Background	OG0006952
6236	LOC410755	Background	OG0001544
6237	LOC410756	Background	OG0000736
6238	LOC410757	Background	OG0006956
6239	LOC410758	Background	OG0002825
6240	LOC410761	Background	OG0003781
6241	LOC410763	Background	OG0007327
6242	LOC410765	Background	OG0009880
6243	LOC410766	Background	OG0003175
6244	LOC410769	Background	OG0003110
6245	LOC410771	Background	OG0002757
6246	LOC410772	Background	Unassigned
6247	LOC410775	Background	OG0005197
6248	LOC410776	Background	OG0001357
6249	LOC410777	Background	OG0007847
6250	LOC410779	Background	OG0001253
6251	LOC410780	Background	OG0004049
6252	LOC410782	Background	OG0001150
6253	LOC410784	Background	OG0004444
6254	LOC410785	Background	OG0000704
6255	LOC410788	Background	OG0000070
6256	LOC410791	Background	OG0007521
6257	LOC410792	Background	OG0001586
6258	LOC410793	Background	OG0006613
6259	LOC410795	Background	OG0007412
6260	LOC410796	Background	OG0003344
6261	LOC410799	Background	OG0002692
6262	LOC410801	Background	OG0006998
6263	LOC410802	Background	OG0006995
6264	LOC410803	Background	OG0006984
6265	LOC410804	Background	OG0006559
6266	LOC410805	Background	OG0001809
6267	LOC410806	Background	OG0003369
6268	LOC410808	Background	OG0001798
6269	LOC410809	Background	OG0003380
6270	LOC410811	Background	OG0003311
6271	LOC410812	Signalling	OG0003310
6272	LOC410816	Background	OG0000417
6273	LOC410819	Background	OG0001192
6274	LOC410820	Background	OG0001193
6275	LOC410821	Background	OG0002936
6276	LOC410823	Background	OG0000136
6277	LOC410824	Background	OG0006854
6278	LOC410825	Background	OG0006833
6279	LOC410828	Putative Immune	OG0006900
6280	LOC410829	Background	OG0006909
6281	LOC410831	Background	OG0007425
6282	LOC410833	Background	OG0003527
6283	LOC410837	Background	OG0002658
6284	LOC410838	Background	OG0006493
6285	LOC410844	Background	OG0006611
6286	LOC410848	Background	OG0006610
6287	LOC410849	Background	OG0006600
6288	LOC410850	Background	OG0006602
6289	LOC410851	Background	OG0006603
6290	LOC410852	Background	OG0008340
6291	LOC410853	Background	OG0001796
6292	LOC410854	Background	OG0007422
6293	LOC410855	Background	OG0006193
6294	LOC410856	Background	OG0002701
6295	LOC410857	Background	OG0009320
6296	LOC410860	Background	OG0002702
6297	LOC410862	Background	OG0006616
6298	LOC410863	Background	OG0003371
6299	LOC410864	Background	OG0001198
6300	LOC410865	Background	OG0006966
6301	LOC410866	Background	OG0008451
6302	LOC410867	Background	OG0002800
6303	LOC410869	Background	OG0002785
6304	LOC410870	Background	OG0009093
6305	LOC410871	Background	OG0001788
6306	LOC410872	Background	OG0001787
6307	LOC410874	Background	OG0002963
6308	LOC410875	Background	OG0002959
6309	LOC410876	Background	OG0002958
6310	LOC410877	Background	OG0007297
6311	LOC410878	Background	OG0003326
6312	LOC410879	Background	OG0003392
6313	LOC410882	Background	OG0004425
6314	LOC410883	Background	OG0002581
6315	LOC410884	Background	OG0002354
6316	LOC410885	Background	OG0005442
6317	LOC410886	Background	OG0002946
6318	LOC410887	Background	OG0002363
6319	LOC410888	Background	OG0006673
6320	LOC410889	Background	OG0008210
6321	LOC410890	Background	OG0008027
6322	LOC410891	Background	OG0002985
6323	LOC410893	Background	OG0006181
6324	LOC410894	Putative Immune	OG0000193
6325	LOC410895	Background	OG0004578
6326	LOC410896	Background	OG0004582
6327	LOC410897	Background	OG0004583
6328	LOC410904	Background	OG0002496
6329	LOC410905	Background	OG0000334
6330	LOC410906	Background	OG0002494
6331	LOC410907	Background	OG0004963
6332	LOC410910	Background	OG0006027
6333	LOC410911	Background	OG0000476
6334	LOC410913	Background	OG0000206
6335	LOC410915	Background	OG0007559
6336	LOC410916	Background	OG0001980
6337	LOC410918	Background	OG0000292
6338	LOC410920	Background	OG0003766
6339	LOC410922	Background	OG0001909
6340	LOC410923	Background	OG0007118
6341	LOC410924	Background	OG0002518
6342	LOC410925	Background	OG0006005
6343	LOC410926	Background	OG0008993
6344	LOC410933	Background	OG0001497
6345	LOC410936	Background	OG0005418
6346	LOC410938	Background	OG0001089
6347	LOC410940	Background	OG0001931
6348	LOC410941	Background	OG0003849
6349	LOC410943	Background	OG0004477
6350	LOC410944	Background	OG0008745
6351	LOC410947	Background	OG0003531
6352	LOC410948	Background	OG0003491
6353	LOC410949	Background	OG0003492
6354	LOC410950	Background	OG0003478
6355	LOC410951	Background	OG0007476
6356	LOC410952	Background	OG0003487
6357	LOC410953	Background	OG0003475
6358	LOC410956	Background	OG0007568
6359	LOC410957	Background	OG0006017
6360	LOC410958	Background	OG0003753
6361	LOC410959	Background	OG0008756
6362	LOC410960	Background	OG0003841
6363	LOC410961	Background	OG0004105
6364	LOC410964	Background	OG0007748
6365	LOC410965	Background	OG0004460
6366	LOC410967	Background	OG0005546
6367	LOC410968	Background	OG0000174
6368	LOC410969	Background	OG0004387
6369	LOC410970	Background	OG0005440
6370	LOC410972	Background	OG0002351
6371	LOC410973	Background	OG0002350
6372	LOC410975	Background	OG0005924
6373	LOC410976	Background	OG0006255
6374	LOC410979	Background	OG0006512
6375	LOC410980	Background	OG0006511
6376	LOC410982	Background	OG0002672
6377	LOC410985	Background	OG0006504
6378	LOC410986	Background	OG0005640
6379	LOC410987	Background	OG0005639
6380	LOC410989	Background	OG0006463
6381	LOC410990	Background	OG0006565
6382	LOC410992	Background	OG0001565
6383	LOC410993	Background	OG0006485
6384	LOC410994	Signalling	OG0000042
6385	LOC410996	Signalling	OG0000042
6386	LOC410997	Background	OG0006486
6387	LOC410998	Background	OG0006487
6388	LOC410999	Background	OG0006488
6389	LOC411003	Background	OG0005500
6390	LOC411006	Background	OG0000754
6391	LOC411009	Background	OG0000687
6392	LOC411011	Background	OG0002657
6393	LOC411012	Signalling	OG0000699
6394	LOC411013	Background	OG0004843
6395	LOC411014	Background	OG0001297
6396	LOC411018	Background	OG0000959
6397	LOC411019	Background	OG0001355
6398	LOC411021	Background	OG0009430
6399	LOC411023	Background	OG0006553
6400	LOC411024	Background	OG0006458
6401	LOC411026	Background	OG0000733
6402	LOC411030	Background	OG0002391
6403	LOC411036	Background	OG0005543
6404	LOC411037	Background	OG0009675
6405	LOC411038	Background	OG0004454
6406	LOC411043	Background	OG0002656
6407	LOC411044	Background	OG0005653
6408	LOC411046	Background	OG0008309
6409	LOC411047	Background	Unassigned
6410	LOC411048	Background	OG0000799
6411	LOC411050	Background	OG0000490
6412	LOC411052	Background	OG0000223
6413	LOC411053	Background	OG0006478
6414	LOC411054	Background	OG0006564
6415	LOC411058	Background	OG0002541
6416	LOC411059	Background	OG0006314
6417	LOC411060	Background	OG0001529
6418	LOC411062	Background	OG0001028
6419	LOC411065	Background	OG0003384
6420	LOC411068	Background	OG0002515
6421	LOC411069	Background	OG0005988
6422	LOC411070	Background	OG0005987
6423	LOC411071	Background	OG0008161
6424	LOC411072	Background	OG0005986
6425	LOC411073	Background	OG0003404
6426	LOC411076	Background	OG0002742
6427	LOC411077	Background	OG0003421
6428	LOC411078	Background	OG0003378
6429	LOC411079	Background	OG0007438
6430	LOC411080	Background	OG0003374
6431	LOC411081	Background	OG0000551
6432	LOC411083	Background	OG0000206
6433	LOC411085	Background	OG0007443
6434	LOC411086	Background	OG0003420
6435	LOC411088	Background	OG0001346
6436	LOC411090	Background	OG0007962
6437	LOC411091	Background	OG0005225
6438	LOC411093	Background	OG0007372
6439	LOC411095	Background	OG0003509
6440	LOC411099	Background	OG0007365
6441	LOC411100	Background	OG0000869
6442	LOC411102	Background	OG0003535
6443	LOC411103	Background	OG0005298
6444	LOC411104	Background	OG0004712
6445	LOC411105	Background	OG0000372
6446	LOC411106	Background	OG0004416
6447	LOC411110	Background	OG0002149
6448	LOC411113	Background	OG0001341
6449	LOC411114	Background	OG0001285
6450	LOC411115	Signalling	OG0004717
6451	LOC411116	Background	OG0004350
6452	LOC411121	Background	OG0007949
6453	LOC411122	Background	OG0007950
6454	LOC411124	Background	OG0003142
6455	LOC411125	Background	OG0004330
6456	LOC411126	Background	OG0002062
6457	LOC411133	Background	OG0000295
6458	LOC411134	Background	OG0000296
6459	LOC411140	Putative Immune	OG0000912
6460	LOC411141	Background	OG0003015
6461	LOC411142	Background	OG0003016
6462	LOC411144	Background	OG0007547
6463	LOC411145	Background	OG0002574
6464	LOC411147	Background	OG0000485
6465	LOC411148	Putative Immune	OG0000595
6466	LOC411150	Background	OG0003899
6467	LOC411154	Background	OG0003038
6468	LOC411155	Background	OG0003062
6469	LOC411156	Background	OG0000599
6470	LOC411157	Background	OG0001714
6471	LOC411158	Background	OG0003004
6472	LOC411159	Background	OG0002883
6473	LOC411163	Background	OG0003002
6474	LOC411164	Background	OG0003000
6475	LOC411167	Background	OG0006190
6476	LOC411171	Background	OG0002512
6477	LOC411172	Background	OG0006348
6478	LOC411173	Background	OG0002626
6479	LOC411175	Background	OG0000106
6480	LOC411176	Background	OG0003805
6481	LOC411177	Background	OG0003802
6482	LOC411181	Background	OG0001884
6483	LOC411182	Background	OG0001898
6484	LOC411183	Background	OG0006330
6485	LOC411185	Background	OG0006625
6486	LOC411186	Background	OG0001200
6487	LOC411187	Background	OG0005351
6488	LOC411188	Putative Immune	OG0005352
6489	LOC411189	Background	OG0007996
6490	LOC411191	Background	OG0003612
6491	LOC411192	Background	OG0006760
6492	LOC411193	Background	OG0006768
6493	LOC411194	Background	OG0005137
6494	LOC411195	Background	OG0005134
6495	LOC411196	Background	OG0006735
6496	LOC411197	Background	OG0008400
6497	LOC411199	Background	OG0006254
6498	LOC411200	Background	OG0007594
6499	LOC411201	Background	OG0000089
6500	LOC411202	Background	OG0001740
6501	LOC411204	Background	OG0003167
6502	LOC411206	Background	OG0002170
6503	LOC411207	Background	OG0004836
6504	LOC411209	Background	OG0008618
6505	LOC411212	Background	OG0000089
6506	LOC411213	Background	OG0000089
6507	LOC411214	Background	OG0008238
6508	LOC411215	Background	OG0005392
6509	LOC411217	Background	OG0005206
6510	LOC411218	Background	OG0005204
6511	LOC411219	Background	OG0002056
6512	LOC411220	Background	OG0003912
6513	LOC411223	Putative Immune	OG0000597
6514	LOC411226	Background	OG0002732
6515	LOC411227	Background	OG0006674
6516	LOC411229	Background	OG0000452
6517	LOC411230	Background	OG0004484
6518	LOC411231	Background	OG0004204
6519	LOC411233	Background	OG0006667
6520	LOC411234	Background	OG0006668
6521	LOC411237	Background	OG0003860
6522	LOC411238	Background	OG0006104
6523	LOC411239	Background	OG0003572
6524	LOC411240	Background	OG0000921
6525	LOC411245	Background	OG0003892
6526	LOC411248	Background	OG0007619
6527	LOC411249	Background	OG0000686
6528	LOC411250	Background	OG0000041
6529	LOC411252	Background	OG0002067
6530	LOC411253	Background	OG0007343
6531	LOC411255	Background	OG0003877
6532	LOC411260	Background	OG0003649
6533	LOC411261	Background	OG0001836
6534	LOC411262	Background	OG0003122
6535	LOC411264	Background	Unassigned
6536	LOC411265	Background	OG0001537
6537	LOC411266	Background	OG0007922
6538	LOC411268	Background	OG0005069
6539	LOC411269	Background	OG0005074
6540	LOC411270	Signalling	OG0005713
6541	LOC411272	Background	OG0002535
6542	LOC411273	Background	OG0005077
6543	LOC411276	Background	OG0004624
6544	LOC411277	Background	OG0005567
6545	LOC411279	Background	OG0005561
6546	LOC411280	Background	OG0000947
6547	LOC411282	Background	OG0004565
6548	LOC411285	Putative Immune	OG0006974
6549	LOC411288	Background	OG0002244
6550	LOC411290	Putative Immune	OG0003208
6551	LOC411291	Background	OG0006285
6552	LOC411293	Background	OG0006644
6553	LOC411294	Background	OG0006645
6554	LOC411295	Signalling	OG0008351
6555	LOC411296	Background	OG0004474
6556	LOC411297	Putative Immune	OG0004079
6557	LOC411298	Background	OG0004080
6558	LOC411299	Background	OG0003203
6559	LOC411301	Background	OG0000270
6560	LOC411304	Background	OG0007394
6561	LOC411305	Background	OG0001775
6562	LOC411306	Background	OG0000821
6563	LOC411307	Background	OG0002455
6564	LOC411315	Background	OG0004439
6565	LOC411316	Putative Immune	OG0009116
6566	LOC411317	Background	OG0006648
6567	LOC411320	Background	OG0006647
6568	LOC411326	Background	OG0008197
6569	LOC411327	Background	OG0006142
6570	LOC411330	Background	OG0002502
6571	LOC411335	Background	OG0001185
6572	LOC411336	Background	OG0005193
6573	LOC411338	Background	OG0005192
6574	LOC411340	Putative Immune	OG0000311
6575	LOC411343	Background	OG0007401
6576	LOC411344	Background	OG0001781
6577	LOC411345	Background	OG0007095
6578	LOC411347	Background	OG0000815
6579	LOC411348	Background	OG0005633
6580	LOC411349	Background	OG0006856
6581	LOC411351	Background	OG0003660
6582	LOC411353	Background	OG0000501
6583	LOC411355	Background	OG0002640
6584	LOC411358	Background	OG0007096
6585	LOC411359	Background	OG0002371
6586	LOC411361	Background	OG0000546
6587	LOC411362	Background	OG0001187
6588	LOC411364	Background	OG0005849
6589	LOC411365	Background	OG0001267
6590	LOC411366	Background	OG0002649
6591	LOC411371	Background	OG0007385
6592	LOC411372	Background	OG0002623
6593	LOC411373	Background	OG0007999
6594	LOC411374	Background	OG0005342
6595	LOC411376	Background	OG0002931
6596	LOC411378	Background	OG0002232
6597	LOC411380	Background	OG0001738
6598	LOC411381	Signalling	OG0001174
6599	LOC411385	Background	OG0008116
6600	LOC411387	Background	OG0005964
6601	LOC411391	Background	OG0004658
6602	LOC411392	Background	OG0002309
6603	LOC411396	Background	OG0000481
6604	LOC411403	Background	OG0006040
6605	LOC411404	Background	OG0001090
6606	LOC411405	Background	OG0009408
6607	LOC411406	Background	OG0001536
6608	LOC411407	Background	OG0006258
6609	LOC411408	Background	OG0006262
6610	LOC411410	Background	OG0001904
6611	LOC411411	Background	OG0000630
6612	LOC411412	Background	OG0008507
6613	LOC411414	Background	OG0004000
6614	LOC411415	Background	OG0003909
6615	LOC411417	Background	OG0001725
6616	LOC411419	Background	OG0005797
6617	LOC411420	Background	OG0002790
6618	LOC411423	Background	OG0007364
6619	LOC411433	Background	OG0008324
6620	LOC411435	Background	OG0002304
6621	LOC411447	Background	OG0001070
6622	LOC411448	Background	OG0008828
6623	LOC411450	Background	OG0000992
6624	LOC411452	Background	OG0002571
6625	LOC411457	Background	OG0001329
6626	LOC411458	Background	OG0002130
6627	LOC411459	Background	OG0002222
6628	LOC411463	Background	OG0005921
6629	LOC411465	Background	OG0007126
6630	LOC411466	Background	OG0001491
6631	LOC411467	Background	OG0008787
6632	LOC411468	Background	OG0008114
6633	LOC411469	Background	OG0004635
6634	LOC411472	Background	OG0008059
6635	LOC411473	Background	OG0005579
6636	LOC411474	Background	OG0003681
6637	LOC411476	Background	OG0006054
6638	LOC411477	Background	OG0002186
6639	LOC411481	Background	OG0005984
6640	LOC411482	Background	OG0006964
6641	LOC411483	Background	OG0008564
6642	LOC411486	Background	OG0007251
6643	LOC411488	Background	OG0001001
6644	LOC411490	Background	OG0001721
6645	LOC411491	Background	OG0007331
6646	LOC411492	Background	OG0005545
6647	LOC411493	Background	OG0006866
6648	LOC411494	Background	OG0006867
6649	LOC411495	Background	OG0002848
6650	LOC411496	Background	OG0000793
6651	LOC411502	Background	OG0005672
6652	LOC411503	Background	OG0001301
6653	LOC411505	Background	OG0005395
6654	LOC411506	Background	OG0007861
6655	LOC411507	Background	OG0000857
6656	LOC411508	Background	OG0004739
6657	LOC411509	Background	OG0007801
6658	LOC411510	Background	OG0001091
6659	LOC411515	Background	OG0006370
6660	LOC411519	Signalling	OG0000020
6661	LOC411520	Background	OG0006834
6662	LOC411524	Background	OG0008651
6663	LOC411525	Background	OG0005102
6664	LOC411526	Background	OG0006174
6665	LOC411529	Background	OG0004131
6666	LOC411531	Background	OG0001456
6667	LOC411533	Background	OG0002158
6668	LOC411534	Background	OG0003957
6669	LOC411535	Background	OG0002843
6670	LOC411536	Background	OG0000523
6671	LOC411538	Background	OG0005663
6672	LOC411539	Background	OG0007504
6673	LOC411540	Background	OG0002248
6674	LOC411541	Background	OG0002247
6675	LOC411542	Background	OG0007759
6676	LOC411545	Background	OG0006238
6677	LOC411546	Background	OG0007315
6678	LOC411548	Background	OG0003764
6679	LOC411552	Putative Immune	OG0006092
6680	LOC411553	Background	OG0007018
6681	LOC411554	Background	OG0000810
6682	LOC411555	Background	OG0001210
6683	LOC411556	Putative Immune	OG0003454
6684	LOC411557	Putative Immune	OG0002387
6685	LOC411563	Background	OG0005424
6686	LOC411564	Putative Immune	OG0000044
6687	LOC411566	Signalling	OG0002127
6688	LOC411568	Background	OG0005357
6689	LOC411569	Background	OG0005978
6690	LOC411570	Background	OG0005979
6691	LOC411572	Background	OG0006149
6692	LOC411573	Background	OG0005850
6693	LOC411575	Background	OG0007128
6694	LOC411576	Background	OG0000727
6695	LOC411577	Effector	OG0004091
6696	LOC411579	Background	OG0004841
6697	LOC411581	Background	OG0001455
6698	LOC411582	Background	OG0005652
6699	LOC411585	Background	OG0001462
6700	LOC411586	Background	OG0002736
