TXNAME	GENEID
Caust.v2_000436-RA	Caust.v2_000436
Caust.v2_000617-RA	Caust.v2_000617
Caust.v2_000309-RE	Caust.v2_000309
Caust.v2_000626-RA	Caust.v2_000626
Caust.v2_000077-RA	Caust.v2_000077
Caust.v2_000227-RA	Caust.v2_000227
Caust.v2_000290-RA	Caust.v2_000290
Caust.v2_000355-RA	Caust.v2_000355
Caust.v2_000115-RA	Caust.v2_000115
Caust.v2_000608-RA	Caust.v2_000608
Caust.v2_000259-RC	Caust.v2_000259
Caust.v2_000628-RA	Caust.v2_000628
Caust.v2_000272-RA	Caust.v2_000272
Caust.v2_000345-RA	Caust.v2_000345
Caust.v2_000455-RA	Caust.v2_000455
Caust.v2_000010-RA	Caust.v2_000010
Caust.v2_000429-RA	Caust.v2_000429
Caust.v2_000044-RA	Caust.v2_000044
Caust.v2_000329-RA	Caust.v2_000329
Caust.v2_000048-RJ	Caust.v2_000048
Caust.v2_000315-RA	Caust.v2_000315
Caust.v2_000135-RA	Caust.v2_000135
Caust.v2_000136-RD	Caust.v2_000136
Caust.v2_000411-RA	Caust.v2_000411
Caust.v2_000389-RA	Caust.v2_000389
Caust.v2_000238-RA	Caust.v2_000238
Caust.v2_000346-RA	Caust.v2_000346
Caust.v2_000504-RA	Caust.v2_000504
Caust.v2_000495-RA	Caust.v2_000495
Caust.v2_000244-RA	Caust.v2_000244
Caust.v2_000593-RA	Caust.v2_000593
Caust.v2_000610-RA	Caust.v2_000610
Caust.v2_000204-RA	Caust.v2_000204
Caust.v2_000537-RA	Caust.v2_000537
Caust.v2_000056-RA	Caust.v2_000056
Caust.v2_000434-RA	Caust.v2_000434
Caust.v2_000311-RC	Caust.v2_000311
Caust.v2_000161-RF	Caust.v2_000161
Caust.v2_000578-RB	Caust.v2_000578
Caust.v2_000206-RA	Caust.v2_000206
Caust.v2_000082-RA	Caust.v2_000082
Caust.v2_000246-RA	Caust.v2_000246
Caust.v2_000444-RA	Caust.v2_000444
Caust.v2_000053-RA	Caust.v2_000053
Caust.v2_000028-RA	Caust.v2_000028
Caust.v2_000017-RA	Caust.v2_000017
Caust.v2_000305-RA	Caust.v2_000305
Caust.v2_000372-RA	Caust.v2_000372
Caust.v2_000609-RA	Caust.v2_000609
Caust.v2_000458-RA	Caust.v2_000458
Caust.v2_000081-RA	Caust.v2_000081
Caust.v2_000119-RA	Caust.v2_000119
Caust.v2_000074-RD	Caust.v2_000074
Caust.v2_000584-RA	Caust.v2_000584
Caust.v2_000061-RA	Caust.v2_000061
Caust.v2_000293-RA	Caust.v2_000293
Caust.v2_000060-RA	Caust.v2_000060
Caust.v2_000379-RB	Caust.v2_000379
Caust.v2_000196-RA	Caust.v2_000196
Caust.v2_000061-RC	Caust.v2_000061
Caust.v2_000037-RA	Caust.v2_000037
Caust.v2_000383-RA	Caust.v2_000383
Caust.v2_000161-RD	Caust.v2_000161
Caust.v2_000230-RA	Caust.v2_000230
Caust.v2_000459-RA	Caust.v2_000459
Caust.v2_000071-RD	Caust.v2_000071
Caust.v2_000341-RA	Caust.v2_000341
Caust.v2_000541-RA	Caust.v2_000541
Caust.v2_000191-RA	Caust.v2_000191
Caust.v2_000410-RA	Caust.v2_000410
Caust.v2_000283-RA	Caust.v2_000283
Caust.v2_000050-RA	Caust.v2_000050
Caust.v2_000219-RA	Caust.v2_000219
Caust.v2_000051-RA	Caust.v2_000051
Caust.v2_000138-RA	Caust.v2_000138
Caust.v2_000226-RA	Caust.v2_000226
Caust.v2_000603-RA	Caust.v2_000603
Caust.v2_000346-RF	Caust.v2_000346
Caust.v2_000547-RD	Caust.v2_000547
Caust.v2_000105-RA	Caust.v2_000105
Caust.v2_000124-RA	Caust.v2_000124
Caust.v2_000369-RA	Caust.v2_000369
Caust.v2_000393-RA	Caust.v2_000393
Caust.v2_000109-RA	Caust.v2_000109
Caust.v2_000218-RA	Caust.v2_000218
Caust.v2_000017-RC	Caust.v2_000017
Caust.v2_000430-RA	Caust.v2_000430
Caust.v2_000437-RB	Caust.v2_000437
Caust.v2_000071-RA	Caust.v2_000071
Caust.v2_000323-RC	Caust.v2_000323
Caust.v2_000615-RA	Caust.v2_000615
Caust.v2_000436-RB	Caust.v2_000436
Caust.v2_000136-RB	Caust.v2_000136
Caust.v2_000229-RA	Caust.v2_000229
Caust.v2_000373-RA	Caust.v2_000373
Caust.v2_000126-RA	Caust.v2_000126
Caust.v2_000424-RA	Caust.v2_000424
Caust.v2_000149-RA	Caust.v2_000149
Caust.v2_000208-RA	Caust.v2_000208
Caust.v2_000375-RA	Caust.v2_000375
Caust.v2_000058-RA	Caust.v2_000058
Caust.v2_000232-RA	Caust.v2_000232
Caust.v2_000406-RA	Caust.v2_000406
Caust.v2_000066-RA	Caust.v2_000066
Caust.v2_000298-RB	Caust.v2_000298
Caust.v2_000482-RA	Caust.v2_000482
Caust.v2_000435-RA	Caust.v2_000435
Caust.v2_000442-RA	Caust.v2_000442
Caust.v2_000086-RA	Caust.v2_000086
Caust.v2_000278-RA	Caust.v2_000278
Caust.v2_000390-RA	Caust.v2_000390
Caust.v2_000454-RA	Caust.v2_000454
Caust.v2_000585-RA	Caust.v2_000585
Caust.v2_000596-RA	Caust.v2_000596
Caust.v2_000583-RA	Caust.v2_000583
Caust.v2_000202-RB	Caust.v2_000202
Caust.v2_000308-RA	Caust.v2_000308
Caust.v2_000574-RA	Caust.v2_000574
Caust.v2_000247-RA	Caust.v2_000247
Caust.v2_000145-RA	Caust.v2_000145
Caust.v2_000460-RA	Caust.v2_000460
Caust.v2_000311-RD	Caust.v2_000311
Caust.v2_000323-RK	Caust.v2_000323
Caust.v2_000159-RA	Caust.v2_000159
Caust.v2_000207-RA	Caust.v2_000207
Caust.v2_000539-RB	Caust.v2_000539
Caust.v2_000249-RA	Caust.v2_000249
Caust.v2_000211-RA	Caust.v2_000211
Caust.v2_000189-RA	Caust.v2_000189
Caust.v2_000555-RA	Caust.v2_000555
Caust.v2_000176-RA	Caust.v2_000176
Caust.v2_000186-RA	Caust.v2_000186
Caust.v2_000294-RA	Caust.v2_000294
Caust.v2_000005-RA	Caust.v2_000005
Caust.v2_000228-RA	Caust.v2_000228
Caust.v2_000529-RA	Caust.v2_000529
Caust.v2_000054-RA	Caust.v2_000054
Caust.v2_000090-RA	Caust.v2_000090
Caust.v2_000351-RA	Caust.v2_000351
Caust.v2_000147-RA	Caust.v2_000147
Caust.v2_000594-RA	Caust.v2_000594
Caust.v2_000581-RB	Caust.v2_000581
Caust.v2_000336-RA	Caust.v2_000336
Caust.v2_000323-RF	Caust.v2_000323
Caust.v2_000559-RA	Caust.v2_000559
Caust.v2_000542-RA	Caust.v2_000542
Caust.v2_000396-RA	Caust.v2_000396
Caust.v2_000250-RA	Caust.v2_000250
Caust.v2_000025-RA	Caust.v2_000025
Caust.v2_000401-RA	Caust.v2_000401
Caust.v2_000161-RE	Caust.v2_000161
Caust.v2_000105-RB	Caust.v2_000105
Caust.v2_000563-RA	Caust.v2_000563
Caust.v2_000088-RA	Caust.v2_000088
Caust.v2_000140-RA	Caust.v2_000140
Caust.v2_000511-RA	Caust.v2_000511
Caust.v2_000009-RB	Caust.v2_000009
Caust.v2_000573-RA	Caust.v2_000573
Caust.v2_000350-RA	Caust.v2_000350
Caust.v2_000418-RA	Caust.v2_000418
Caust.v2_000468-RA	Caust.v2_000468
Caust.v2_000020-RC	Caust.v2_000020
Caust.v2_000339-RA	Caust.v2_000339
Caust.v2_000446-RA	Caust.v2_000446
Caust.v2_000108-RA	Caust.v2_000108
Caust.v2_000123-RA	Caust.v2_000123
Caust.v2_000026-RA	Caust.v2_000026
Caust.v2_000264-RA	Caust.v2_000264
Caust.v2_000074-RE	Caust.v2_000074
Caust.v2_000346-RG	Caust.v2_000346
Caust.v2_000603-RB	Caust.v2_000603
Caust.v2_000114-RA	Caust.v2_000114
Caust.v2_000136-RA	Caust.v2_000136
Caust.v2_000552-RA	Caust.v2_000552
Caust.v2_000547-RE	Caust.v2_000547
Caust.v2_000040-RA	Caust.v2_000040
Caust.v2_000384-RA	Caust.v2_000384
Caust.v2_000179-RA	Caust.v2_000179
Caust.v2_000061-RB	Caust.v2_000061
Caust.v2_000048-RI	Caust.v2_000048
Caust.v2_000317-RA	Caust.v2_000317
Caust.v2_000386-RA	Caust.v2_000386
Caust.v2_000605-RA	Caust.v2_000605
Caust.v2_000481-RA	Caust.v2_000481
Caust.v2_000561-RA	Caust.v2_000561
Caust.v2_000437-RA	Caust.v2_000437
Caust.v2_000443-RA	Caust.v2_000443
Caust.v2_000048-RH	Caust.v2_000048
Caust.v2_000213-RA	Caust.v2_000213
Caust.v2_000346-RH	Caust.v2_000346
Caust.v2_000006-RA	Caust.v2_000006
Caust.v2_000453-RA	Caust.v2_000453
Caust.v2_000259-RA	Caust.v2_000259
Caust.v2_000379-RA	Caust.v2_000379
Caust.v2_000346-RC	Caust.v2_000346
Caust.v2_000161-RA	Caust.v2_000161
Caust.v2_000093-RC	Caust.v2_000093
Caust.v2_000333-RA	Caust.v2_000333
Caust.v2_000536-RA	Caust.v2_000536
Caust.v2_000150-RA	Caust.v2_000150
Caust.v2_000071-RE	Caust.v2_000071
Caust.v2_000143-RA	Caust.v2_000143
Caust.v2_000146-RA	Caust.v2_000146
Caust.v2_000595-RA	Caust.v2_000595
Caust.v2_000309-RC	Caust.v2_000309
Caust.v2_000302-RA	Caust.v2_000302
Caust.v2_000335-RA	Caust.v2_000335
Caust.v2_000612-RA	Caust.v2_000612
Caust.v2_000212-RA	Caust.v2_000212
Caust.v2_000535-RA	Caust.v2_000535
Caust.v2_000203-RA	Caust.v2_000203
Caust.v2_000461-RA	Caust.v2_000461
Caust.v2_000134-RA	Caust.v2_000134
Caust.v2_000169-RA	Caust.v2_000169
Caust.v2_000036-RA	Caust.v2_000036
Caust.v2_000284-RE	Caust.v2_000284
Caust.v2_000602-RA	Caust.v2_000602
Caust.v2_000578-RD	Caust.v2_000578
Caust.v2_000490-RA	Caust.v2_000490
Caust.v2_000473-RA	Caust.v2_000473
Caust.v2_000104-RB	Caust.v2_000104
Caust.v2_000035-RC	Caust.v2_000035
Caust.v2_000578-RE	Caust.v2_000578
Caust.v2_000273-RA	Caust.v2_000273
Caust.v2_000323-RH	Caust.v2_000323
Caust.v2_000622-RA	Caust.v2_000622
Caust.v2_000322-RA	Caust.v2_000322
Caust.v2_000547-RF	Caust.v2_000547
Caust.v2_000513-RA	Caust.v2_000513
Caust.v2_000105-RD	Caust.v2_000105
Caust.v2_000022-RA	Caust.v2_000022
Caust.v2_000069-RA	Caust.v2_000069
Caust.v2_000202-RA	Caust.v2_000202
Caust.v2_000073-RA	Caust.v2_000073
Caust.v2_000030-RA	Caust.v2_000030
Caust.v2_000323-RE	Caust.v2_000323
Caust.v2_000099-RA	Caust.v2_000099
Caust.v2_000624-RA	Caust.v2_000624
Caust.v2_000012-RA	Caust.v2_000012
Caust.v2_000547-RA	Caust.v2_000547
Caust.v2_000074-RA	Caust.v2_000074
Caust.v2_000363-RA	Caust.v2_000363
Caust.v2_000154-RA	Caust.v2_000154
Caust.v2_000048-RM	Caust.v2_000048
Caust.v2_000027-RB	Caust.v2_000027
Caust.v2_000566-RA	Caust.v2_000566
Caust.v2_000323-RB	Caust.v2_000323
Caust.v2_000092-RA	Caust.v2_000092
Caust.v2_000567-RA	Caust.v2_000567
Caust.v2_000121-RA	Caust.v2_000121
Caust.v2_000519-RA	Caust.v2_000519
Caust.v2_000488-RA	Caust.v2_000488
Caust.v2_000228-RB	Caust.v2_000228
Caust.v2_000428-RA	Caust.v2_000428
Caust.v2_000048-RG	Caust.v2_000048
Caust.v2_000282-RA	Caust.v2_000282
Caust.v2_000551-RA	Caust.v2_000551
Caust.v2_000619-RA	Caust.v2_000619
Caust.v2_000489-RA	Caust.v2_000489
Caust.v2_000407-RB	Caust.v2_000407
Caust.v2_000327-RA	Caust.v2_000327
Caust.v2_000178-RA	Caust.v2_000178
Caust.v2_000105-RC	Caust.v2_000105
Caust.v2_000197-RA	Caust.v2_000197
Caust.v2_000451-RA	Caust.v2_000451
Caust.v2_000074-RF	Caust.v2_000074
Caust.v2_000011-RA	Caust.v2_000011
Caust.v2_000001-RA	Caust.v2_000001
Caust.v2_000380-RA	Caust.v2_000380
Caust.v2_000104-RC	Caust.v2_000104
Caust.v2_000075-RE	Caust.v2_000075
Caust.v2_000526-RA	Caust.v2_000526
Caust.v2_000131-RA	Caust.v2_000131
Caust.v2_000020-RB	Caust.v2_000020
Caust.v2_000034-RA	Caust.v2_000034
Caust.v2_000550-RA	Caust.v2_000550
Caust.v2_000266-RA	Caust.v2_000266
Caust.v2_000100-RA	Caust.v2_000100
Caust.v2_000254-RA	Caust.v2_000254
Caust.v2_000075-RF	Caust.v2_000075
Caust.v2_000484-RA	Caust.v2_000484
Caust.v2_000371-RA	Caust.v2_000371
Caust.v2_000607-RA	Caust.v2_000607
Caust.v2_000576-RA	Caust.v2_000576
Caust.v2_000520-RA	Caust.v2_000520
Caust.v2_000110-RA	Caust.v2_000110
Caust.v2_000162-RA	Caust.v2_000162
Caust.v2_000274-RA	Caust.v2_000274
Caust.v2_000170-RA	Caust.v2_000170
Caust.v2_000432-RA	Caust.v2_000432
Caust.v2_000323-RG	Caust.v2_000323
Caust.v2_000613-RA	Caust.v2_000613
Caust.v2_000362-RA	Caust.v2_000362
Caust.v2_000631-RA	Caust.v2_000631
Caust.v2_000284-RF	Caust.v2_000284
Caust.v2_000618-RA	Caust.v2_000618
Caust.v2_000441-RA	Caust.v2_000441
Caust.v2_000464-RA	Caust.v2_000464
Caust.v2_000471-RA	Caust.v2_000471
Caust.v2_000144-RA	Caust.v2_000144
Caust.v2_000521-RA	Caust.v2_000521
Caust.v2_000259-RD	Caust.v2_000259
Caust.v2_000498-RA	Caust.v2_000498
Caust.v2_000627-RA	Caust.v2_000627
Caust.v2_000370-RB	Caust.v2_000370
Caust.v2_000007-RA	Caust.v2_000007
Caust.v2_000346-RB	Caust.v2_000346
Caust.v2_000354-RA	Caust.v2_000354
Caust.v2_000027-RA	Caust.v2_000027
Caust.v2_000509-RA	Caust.v2_000509
Caust.v2_000049-RA	Caust.v2_000049
Caust.v2_000445-RA	Caust.v2_000445
Caust.v2_000599-RA	Caust.v2_000599
Caust.v2_000277-RA	Caust.v2_000277
Caust.v2_000431-RC	Caust.v2_000431
Caust.v2_000501-RA	Caust.v2_000501
Caust.v2_000557-RA	Caust.v2_000557
Caust.v2_000161-RB	Caust.v2_000161
Caust.v2_000548-RA	Caust.v2_000548
Caust.v2_000117-RA	Caust.v2_000117
Caust.v2_000582-RA	Caust.v2_000582
Caust.v2_000311-RB	Caust.v2_000311
Caust.v2_000578-RC	Caust.v2_000578
Caust.v2_000268-RA	Caust.v2_000268
Caust.v2_000270-RA	Caust.v2_000270
Caust.v2_000463-RA	Caust.v2_000463
Caust.v2_000035-RD	Caust.v2_000035
Caust.v2_000065-RA	Caust.v2_000065
Caust.v2_000155-RA	Caust.v2_000155
Caust.v2_000142-RA	Caust.v2_000142
Caust.v2_000621-RA	Caust.v2_000621
Caust.v2_000397-RA	Caust.v2_000397
Caust.v2_000577-RA	Caust.v2_000577
Caust.v2_000013-RA	Caust.v2_000013
Caust.v2_000538-RB	Caust.v2_000538
Caust.v2_000098-RC	Caust.v2_000098
Caust.v2_000201-RA	Caust.v2_000201
Caust.v2_000122-RA	Caust.v2_000122
Caust.v2_000532-RA	Caust.v2_000532
Caust.v2_000377-RB	Caust.v2_000377
Caust.v2_000565-RA	Caust.v2_000565
Caust.v2_000348-RA	Caust.v2_000348
Caust.v2_000157-RA	Caust.v2_000157
Caust.v2_000210-RA	Caust.v2_000210
Caust.v2_000111-RA	Caust.v2_000111
Caust.v2_000193-RA	Caust.v2_000193
Caust.v2_000074-RG	Caust.v2_000074
Caust.v2_000534-RA	Caust.v2_000534
Caust.v2_000048-RF	Caust.v2_000048
Caust.v2_000334-RA	Caust.v2_000334
Caust.v2_000540-RA	Caust.v2_000540
Caust.v2_000233-RA	Caust.v2_000233
Caust.v2_000104-RA	Caust.v2_000104
Caust.v2_000071-RC	Caust.v2_000071
Caust.v2_000485-RA	Caust.v2_000485
Caust.v2_000338-RA	Caust.v2_000338
Caust.v2_000195-RA	Caust.v2_000195
Caust.v2_000425-RA	Caust.v2_000425
Caust.v2_000405-RA	Caust.v2_000405
Caust.v2_000476-RA	Caust.v2_000476
Caust.v2_000467-RA	Caust.v2_000467
Caust.v2_000407-RA	Caust.v2_000407
Caust.v2_000048-RA	Caust.v2_000048
Caust.v2_000349-RA	Caust.v2_000349
Caust.v2_000491-RA	Caust.v2_000491
Caust.v2_000152-RA	Caust.v2_000152
Caust.v2_000118-RA	Caust.v2_000118
Caust.v2_000104-RD	Caust.v2_000104
Caust.v2_000478-RA	Caust.v2_000478
Caust.v2_000080-RA	Caust.v2_000080
Caust.v2_000616-RA	Caust.v2_000616
Caust.v2_000604-RA	Caust.v2_000604
Caust.v2_000580-RA	Caust.v2_000580
Caust.v2_000347-RA	Caust.v2_000347
Caust.v2_000184-RA	Caust.v2_000184
Caust.v2_000020-RA	Caust.v2_000020
Caust.v2_000598-RA	Caust.v2_000598
Caust.v2_000194-RA	Caust.v2_000194
Caust.v2_000516-RA	Caust.v2_000516
Caust.v2_000151-RA	Caust.v2_000151
Caust.v2_000119-RD	Caust.v2_000119
Caust.v2_000299-RA	Caust.v2_000299
Caust.v2_000236-RA	Caust.v2_000236
Caust.v2_000075-RG	Caust.v2_000075
Caust.v2_000136-RC	Caust.v2_000136
Caust.v2_022737-RA	Caust.v2_022737
Caust.v2_019836-RA	Caust.v2_019836
Caust.v2_019837-RA	Caust.v2_019837
Caust.v2_021242-RA	Caust.v2_021242
Caust.v2_022551-RA	Caust.v2_022551
Caust.v2_021205-RA	Caust.v2_021205
Caust.v2_020175-RA	Caust.v2_020175
Caust.v2_020174-RA	Caust.v2_020174
Caust.v2_020250-RA	Caust.v2_020250
Caust.v2_020249-RA	Caust.v2_020249
Caust.v2_021729-RA	Caust.v2_021729
Caust.v2_014899-RA	Caust.v2_014899
Caust.v2_014903-RA	Caust.v2_014903
Caust.v2_014898-RA	Caust.v2_014898
Caust.v2_014900-RB	Caust.v2_014900
Caust.v2_014901-RA	Caust.v2_014901
Caust.v2_014904-RB	Caust.v2_014904
Caust.v2_014900-RA	Caust.v2_014900
Caust.v2_014902-RA	Caust.v2_014902
Caust.v2_014904-RA	Caust.v2_014904
Caust.v2_014897-RA	Caust.v2_014897
Caust.v2_022029-RA	Caust.v2_022029
Caust.v2_022586-RA	Caust.v2_022586
Caust.v2_022313-RA	Caust.v2_022313
Caust.v2_014613-RA	Caust.v2_014613
Caust.v2_014611-RA	Caust.v2_014611
Caust.v2_014612-RA	Caust.v2_014612
Caust.v2_014605-RB	Caust.v2_014605
Caust.v2_014602-RA	Caust.v2_014602
Caust.v2_014609-RA	Caust.v2_014609
Caust.v2_014610-RA	Caust.v2_014610
Caust.v2_014604-RA	Caust.v2_014604
Caust.v2_014605-RA	Caust.v2_014605
Caust.v2_014607-RA	Caust.v2_014607
Caust.v2_014608-RA	Caust.v2_014608
Caust.v2_014603-RA	Caust.v2_014603
Caust.v2_014606-RA	Caust.v2_014606
Caust.v2_016415-RA	Caust.v2_016415
Caust.v2_016417-RA	Caust.v2_016417
Caust.v2_016420-RA	Caust.v2_016420
Caust.v2_016418-RA	Caust.v2_016418
Caust.v2_016416-RB	Caust.v2_016416
Caust.v2_016419-RA	Caust.v2_016419
Caust.v2_016416-RA	Caust.v2_016416
Caust.v2_019425-RA	Caust.v2_019425
Caust.v2_019424-RA	Caust.v2_019424
Caust.v2_019426-RA	Caust.v2_019426
Caust.v2_016864-RA	Caust.v2_016864
Caust.v2_016858-RA	Caust.v2_016858
Caust.v2_016862-RA	Caust.v2_016862
Caust.v2_016861-RA	Caust.v2_016861
Caust.v2_016860-RA	Caust.v2_016860
Caust.v2_016863-RA	Caust.v2_016863
Caust.v2_016859-RA	Caust.v2_016859
Caust.v2_022590-RA	Caust.v2_022590
Caust.v2_018853-RA	Caust.v2_018853
Caust.v2_018852-RA	Caust.v2_018852
Caust.v2_018851-RA	Caust.v2_018851
Caust.v2_022283-RA	Caust.v2_022283
Caust.v2_021663-RA	Caust.v2_021663
Caust.v2_012285-RA	Caust.v2_012285
Caust.v2_012276-RB	Caust.v2_012276
Caust.v2_012287-RA	Caust.v2_012287
Caust.v2_012279-RA	Caust.v2_012279
Caust.v2_012276-RA	Caust.v2_012276
Caust.v2_012283-RA	Caust.v2_012283
Caust.v2_012273-RA	Caust.v2_012273
Caust.v2_012286-RA	Caust.v2_012286
Caust.v2_012281-RA	Caust.v2_012281
Caust.v2_012276-RG	Caust.v2_012276
Caust.v2_012277-RA	Caust.v2_012277
Caust.v2_012276-RD	Caust.v2_012276
Caust.v2_012278-RA	Caust.v2_012278
Caust.v2_012271-RA	Caust.v2_012271
Caust.v2_012272-RA	Caust.v2_012272
Caust.v2_012280-RA	Caust.v2_012280
Caust.v2_012284-RA	Caust.v2_012284
Caust.v2_012276-RE	Caust.v2_012276
Caust.v2_012276-RF	Caust.v2_012276
Caust.v2_012276-RH	Caust.v2_012276
Caust.v2_012276-RC	Caust.v2_012276
Caust.v2_012282-RA	Caust.v2_012282
Caust.v2_012274-RA	Caust.v2_012274
Caust.v2_012275-RA	Caust.v2_012275
Caust.v2_019779-RA	Caust.v2_019779
Caust.v2_021607-RA	Caust.v2_021607
Caust.v2_020729-RA	Caust.v2_020729
Caust.v2_021851-RA	Caust.v2_021851
Caust.v2_020387-RA	Caust.v2_020387
Caust.v2_020388-RA	Caust.v2_020388
Caust.v2_020848-RA	Caust.v2_020848
Caust.v2_016284-RA	Caust.v2_016284
Caust.v2_016281-RB	Caust.v2_016281
Caust.v2_016283-RA	Caust.v2_016283
Caust.v2_016282-RA	Caust.v2_016282
Caust.v2_016281-RA	Caust.v2_016281
Caust.v2_021355-RA	Caust.v2_021355
Caust.v2_019964-RA	Caust.v2_019964
Caust.v2_019963-RA	Caust.v2_019963
Caust.v2_020625-RA	Caust.v2_020625
Caust.v2_020624-RA	Caust.v2_020624
Caust.v2_021500-RA	Caust.v2_021500
Caust.v2_017125-RA	Caust.v2_017125
Caust.v2_017123-RA	Caust.v2_017123
Caust.v2_017126-RA	Caust.v2_017126
Caust.v2_017122-RA	Caust.v2_017122
Caust.v2_017124-RA	Caust.v2_017124
Caust.v2_017121-RA	Caust.v2_017121
Caust.v2_012162-RA	Caust.v2_012162
Caust.v2_012164-RA	Caust.v2_012164
Caust.v2_012168-RA	Caust.v2_012168
Caust.v2_012160-RA	Caust.v2_012160
Caust.v2_012169-RA	Caust.v2_012169
Caust.v2_012161-RA	Caust.v2_012161
Caust.v2_012157-RA	Caust.v2_012157
Caust.v2_012158-RA	Caust.v2_012158
Caust.v2_012170-RA	Caust.v2_012170
Caust.v2_012159-RA	Caust.v2_012159
Caust.v2_012171-RA	Caust.v2_012171
Caust.v2_012166-RA	Caust.v2_012166
Caust.v2_012167-RA	Caust.v2_012167
Caust.v2_012165-RA	Caust.v2_012165
Caust.v2_012163-RA	Caust.v2_012163
Caust.v2_021592-RA	Caust.v2_021592
Caust.v2_022415-RA	Caust.v2_022415
Caust.v2_017173-RA	Caust.v2_017173
Caust.v2_017174-RA	Caust.v2_017174
Caust.v2_017174-RB	Caust.v2_017174
Caust.v2_017172-RA	Caust.v2_017172
Caust.v2_017177-RA	Caust.v2_017177
Caust.v2_017175-RA	Caust.v2_017175
Caust.v2_017176-RA	Caust.v2_017176
Caust.v2_017174-RC	Caust.v2_017174
Caust.v2_021977-RA	Caust.v2_021977
Caust.v2_022145-RA	Caust.v2_022145
Caust.v2_019268-RA	Caust.v2_019268
Caust.v2_019269-RA	Caust.v2_019269
Caust.v2_019267-RA	Caust.v2_019267
Caust.v2_015830-RA	Caust.v2_015830
Caust.v2_015829-RA	Caust.v2_015829
Caust.v2_015831-RA	Caust.v2_015831
Caust.v2_015827-RA	Caust.v2_015827
Caust.v2_015832-RA	Caust.v2_015832
Caust.v2_015825-RA	Caust.v2_015825
Caust.v2_015828-RA	Caust.v2_015828
Caust.v2_015824-RA	Caust.v2_015824
Caust.v2_015826-RA	Caust.v2_015826
Caust.v2_020212-RA	Caust.v2_020212
Caust.v2_020211-RA	Caust.v2_020211
Caust.v2_021674-RA	Caust.v2_021674
Caust.v2_022105-RA	Caust.v2_022105
Caust.v2_021352-RA	Caust.v2_021352
Caust.v2_021712-RA	Caust.v2_021712
Caust.v2_020597-RA	Caust.v2_020597
Caust.v2_021825-RA	Caust.v2_021825
Caust.v2_016580-RA	Caust.v2_016580
Caust.v2_016581-RA	Caust.v2_016581
Caust.v2_016574-RA	Caust.v2_016574
Caust.v2_016573-RA	Caust.v2_016573
Caust.v2_016575-RA	Caust.v2_016575
Caust.v2_016577-RA	Caust.v2_016577
Caust.v2_016583-RA	Caust.v2_016583
Caust.v2_016582-RA	Caust.v2_016582
Caust.v2_016576-RA	Caust.v2_016576
Caust.v2_016579-RA	Caust.v2_016579
Caust.v2_016578-RA	Caust.v2_016578
Caust.v2_016584-RA	Caust.v2_016584
Caust.v2_022349-RA	Caust.v2_022349
Caust.v2_019775-RA	Caust.v2_019775
Caust.v2_019776-RA	Caust.v2_019776
Caust.v2_015017-RA	Caust.v2_015017
Caust.v2_015023-RA	Caust.v2_015023
Caust.v2_015025-RA	Caust.v2_015025
Caust.v2_015018-RA	Caust.v2_015018
Caust.v2_015028-RA	Caust.v2_015028
Caust.v2_015027-RA	Caust.v2_015027
Caust.v2_015026-RA	Caust.v2_015026
Caust.v2_015016-RA	Caust.v2_015016
Caust.v2_015021-RA	Caust.v2_015021
Caust.v2_015022-RA	Caust.v2_015022
Caust.v2_015020-RA	Caust.v2_015020
Caust.v2_015029-RA	Caust.v2_015029
Caust.v2_015024-RA	Caust.v2_015024
Caust.v2_015019-RA	Caust.v2_015019
Caust.v2_020115-RA	Caust.v2_020115
Caust.v2_019892-RA	Caust.v2_019892
Caust.v2_019890-RA	Caust.v2_019890
Caust.v2_019891-RA	Caust.v2_019891
Caust.v2_021609-RA	Caust.v2_021609
Caust.v2_020849-RA	Caust.v2_020849
Caust.v2_017982-RA	Caust.v2_017982
Caust.v2_017982-RC	Caust.v2_017982
Caust.v2_017982-RB	Caust.v2_017982
Caust.v2_017983-RA	Caust.v2_017983
Caust.v2_010829-RA	Caust.v2_010829
Caust.v2_010851-RA	Caust.v2_010851
Caust.v2_010832-RA	Caust.v2_010832
Caust.v2_010838-RA	Caust.v2_010838
Caust.v2_010848-RA	Caust.v2_010848
Caust.v2_010844-RA	Caust.v2_010844
Caust.v2_010822-RA	Caust.v2_010822
Caust.v2_010824-RA	Caust.v2_010824
Caust.v2_010825-RA	Caust.v2_010825
Caust.v2_010849-RA	Caust.v2_010849
Caust.v2_010846-RA	Caust.v2_010846
Caust.v2_010847-RA	Caust.v2_010847
Caust.v2_010831-RA	Caust.v2_010831
Caust.v2_010827-RA	Caust.v2_010827
Caust.v2_010841-RA	Caust.v2_010841
Caust.v2_010823-RA	Caust.v2_010823
Caust.v2_010827-RC	Caust.v2_010827
Caust.v2_010834-RA	Caust.v2_010834
Caust.v2_010850-RA	Caust.v2_010850
Caust.v2_010845-RA	Caust.v2_010845
Caust.v2_010835-RA	Caust.v2_010835
Caust.v2_010843-RA	Caust.v2_010843
Caust.v2_010827-RB	Caust.v2_010827
Caust.v2_010840-RA	Caust.v2_010840
Caust.v2_010828-RA	Caust.v2_010828
Caust.v2_010839-RA	Caust.v2_010839
Caust.v2_010830-RA	Caust.v2_010830
Caust.v2_010837-RA	Caust.v2_010837
Caust.v2_010852-RA	Caust.v2_010852
