GeneID	Function	Orthogroup
LOC412205	Background	OG0007004
LOC412209	Background	OG0000144
LOC412212	Background	OG0007583
LOC412215	Background	OG0000375
LOC412217	Background	OG0005505
LOC412219	Background	OG0002553
LOC412220	Background	OG0001120
LOC412221	Background	OG0006433
LOC412222	Background	OG0004650
LOC412224	Background	OG0006167
LOC412227	Background	OG0008927
LOC412230	Background	OG0000270
LOC412231	Background	OG0007978
LOC412232	Background	OG0004314
LOC412233	Background	OG0004098
LOC412234	Background	OG0005645
LOC412235	Signalling	OG0001457
LOC412236	Background	OG0002684
LOC412240	Background	OG0002566
LOC412243	Background	OG0000993
LOC412245	Background	OG0003165
LOC412247	Background	OG0004721
LOC412249	Background	OG0007582
LOC412251	Background	OG0001186
LOC412254	Background	OG0001924
LOC412256	Background	Unassigned
LOC412259	Background	OG0007910
LOC412260	Background	OG0005087
LOC412262	Background	OG0004063
LOC412263	Background	OG0002648
LOC412265	Background	OG0003856
LOC412266	Background	OG0004008
LOC412267	Background	OG0004007
LOC412268	Background	OG0005955
LOC412271	Background	OG0005152
LOC412272	Background	OG0003182
LOC412273	Background	OG0002552
LOC412274	Background	OG0008024
LOC412276	Background	OG0003214
LOC412277	Background	OG0005612
LOC412278	Signalling	OG0005976
LOC412279	Effector	OG0001153
LOC412281	Background	OG0007190
LOC412282	Background	OG0002811
LOC412284	Background	OG0000783
LOC412286	Background	OG0006066
LOC412287	Background	OG0006316
LOC412288	Background	OG0002293
LOC412289	Background	OG0005773
LOC412291	Background	OG0002714
LOC412293	Background	OG0005935
LOC412294	Background	OG0005034
LOC412295	Background	OG0005422
LOC412296	Background	OG0005129
LOC412299	Background	OG0000443
LOC412301	Background	OG0002650
LOC412302	Background	OG0004322
LOC412303	Background	OG0000870
LOC412305	Background	OG0004272
LOC412306	Background	OG0004512
LOC412308	Background	OG0003885
LOC412309	Background	OG0005097
LOC412310	Background	OG0000360
LOC412313	Background	OG0000041
LOC412314	Background	OG0002559
LOC412315	Background	OG0006189
LOC412316	Background	OG0002466
LOC412318	Background	OG0008245
LOC412319	Background	OG0003043
LOC412320	Background	OG0000812
LOC412323	Background	OG0005766
LOC412326	Background	OG0006073
LOC412328	Background	OG0005918
LOC412330	Background	OG0005445
LOC412331	Background	OG0001422
LOC412332	Background	OG0002057
LOC412339	Background	OG0004357
LOC412341	Background	OG0007113
LOC412342	Background	OG0003997
LOC412343	Background	OG0002338
LOC412345	Background	OG0006527
LOC412346	Background	OG0004645
LOC412348	Background	OG0004682
LOC412349	Background	OG0000713
LOC412350	Background	OG0005096
LOC412351	Background	OG0005060
LOC412353	Background	OG0000416
LOC412354	Background	OG0004032
LOC412355	Background	OG0004683
LOC412357	Background	OG0002862
LOC412360	Background	OG0004589
LOC412361	Background	OG0006202
LOC412362	Background	OG0001704
LOC412363	Background	OG0000360
LOC412366	Background	OG0006209
LOC412367	Background	OG0007777
LOC412371	Background	OG0003198
LOC412372	Background	OG0003197
LOC412375	Background	OG0008126
LOC412377	Background	OG0006814
LOC412378	Background	OG0005661
LOC412379	Background	OG0004218
LOC412381	Background	OG0004290
LOC412382	Background	OG0008653
LOC412384	Background	OG0002144
LOC412386	Background	OG0001425
LOC412388	Background	OG0005606
LOC412391	Background	OG0007041
LOC412393	Background	OG0005349
LOC412394	Background	OG0001411
LOC412396	Background	OG0002297
LOC412397	Background	OG0001067
LOC412398	Background	OG0003995
LOC412399	Background	OG0000568
LOC412401	Background	OG0003494
LOC412406	Background	OG0004062
LOC412407	Background	OG0007625
LOC412408	Background	OG0003410
LOC412409	Background	OG0005310
LOC412410	Background	OG0002746
LOC412412	Background	OG0000880
LOC412414	Background	OG0005313
LOC412416	Background	OG0006883
LOC412419	Background	OG0000378
LOC412422	Background	OG0004928
LOC412423	Background	OG0000766
LOC412424	Background	OG0000575
LOC412426	Background	OG0000297
LOC412430	Background	OG0000414
LOC412431	Background	OG0001372
LOC412432	Background	OG0004449
LOC412435	Background	OG0004776
LOC412436	Background	OG0008061
LOC412439	Background	OG0002604
LOC412442	Background	OG0008654
LOC412443	Background	OG0000098
LOC412444	Background	OG0004967
LOC412445	Background	OG0001477
LOC412446	Background	OG0003242
LOC412448	Background	OG0004368
LOC412449	Background	OG0006239
LOC412451	Background	OG0000963
LOC412452	Background	OG0004121
LOC412453	Background	OG0002687
LOC412454	Background	OG0003425
LOC412455	Background	OG0002940
LOC412456	Background	OG0006435
LOC412457	Background	OG0006515
LOC412458	Background	OG0000402
LOC412459	Background	OG0004481
LOC412460	Background	OG0002408
LOC412464	Background	OG0007168
LOC412465	Background	OG0008524
LOC412467	Background	OG0003511
LOC412468	Background	OG0000263
LOC412470	Background	OG0004258
LOC412471	Background	OG0005919
LOC412472	Background	OG0005507
LOC412473	Background	OG0008243
LOC412475	Background	OG0003828
LOC412476	Background	OG0005201
LOC412478	Background	OG0006196
LOC412480	Background	OG0001716
LOC412481	Background	OG0001917
LOC412487	Background	OG0000511
LOC412488	Background	OG0005765
LOC412489	Background	OG0008186
LOC412491	Background	OG0005214
LOC412495	Background	OG0005147
LOC412503	Background	OG0007027
LOC412504	Background	OG0003760
LOC412505	Background	OG0000987
LOC412506	Background	OG0000632
LOC412508	Background	OG0001368
LOC412510	Background	OG0007788
LOC412511	Background	OG0007122
LOC412513	Background	OG0004687
LOC412515	Background	OG0000142
LOC412516	Background	OG0005472
LOC412521	Background	OG0006751
LOC412522	Background	OG0008799
LOC412523	Background	OG0001706
LOC412524	Background	OG0005435
LOC412526	Background	OG0003439
LOC412528	Background	OG0003076
LOC412529	Background	OG0004508
LOC412531	Background	OG0007440
LOC412536	Signalling	OG0001121
LOC412540	Background	OG0001573
LOC412541	Background	OG0000614
LOC412543	Background	OG0003340
LOC412544	Background	OG0003141
LOC412545	Background	OG0008261
LOC412546	Background	OG0002809
LOC412547	Background	OG0008067
LOC412548	Background	OG0006632
LOC412549	Background	OG0002710
LOC412550	Background	OG0004289
LOC412552	Background	OG0004066
LOC412554	Background	OG0005980
LOC412557	Background	OG0008360
LOC412560	Background	OG0001009
LOC412563	Background	OG0003116
LOC412564	Background	OG0005110
LOC412569	Background	OG0004800
LOC412570	Background	OG0009431
LOC412573	Background	OG0002892
LOC412574	Background	OG0006503
LOC412578	Background	OG0003320
LOC412580	Background	OG0005280
LOC412584	Background	OG0006009
LOC412588	Background	OG0004274
LOC412589	Background	OG0006526
LOC412591	Background	OG0005484
LOC412593	Background	OG0002087
LOC412594	Background	OG0008081
LOC412596	Background	OG0002275
LOC412598	Background	OG0003137
LOC412599	Background	OG0001385
LOC412601	Background	Unassigned
LOC412602	Background	OG0002795
LOC412606	Background	OG0008072
LOC412607	Background	OG0006266
LOC412608	Background	OG0003118
LOC412610	Background	OG0002334
LOC412611	Background	OG0001444
LOC412612	Background	OG0001381
LOC412613	Background	OG0001951
LOC412616	Background	OG0003772
LOC412617	Background	OG0002842
LOC412619	Background	OG0001829
LOC412620	Background	OG0008869
LOC412623	Background	OG0004916
LOC412624	Background	OG0004911
LOC412626	Background	OG0000885
LOC412627	Background	OG0002094
LOC412629	Background	OG0001471
LOC412630	Recognition	OG0005111
LOC412635	Background	OG0006077
LOC412636	Background	OG0006438
LOC412637	Background	OG0005092
LOC412638	Background	OG0001177
LOC412641	Background	OG0003443
LOC412642	Background	OG0006185
LOC412643	Background	OG0001051
LOC412644	Background	OG0004447
LOC412646	Background	OG0004489
LOC412647	Signalling	OG0007787
LOC412650	Background	OG0004915
LOC412655	Background	OG0005093
LOC412661	Background	OG0002545
LOC412662	Background	OG0001453
LOC412663	Background	OG0005732
LOC412665	Background	OG0008435
LOC412666	Background	OG0001151
LOC412667	Background	OG0004047
LOC412670	Background	OG0000498
LOC412674	Background	OG0005726
LOC412675	Background	OG0008170
LOC412676	Background	OG0004514
LOC412678	Background	OG0007426
LOC412679	Background	OG0001903
LOC412681	Background	OG0002093
LOC412687	Signalling	OG0003434
LOC412688	Background	OG0008999
LOC412690	Background	OG0007160
LOC412694	Background	OG0000558
LOC412696	Background	OG0002278
LOC412697	Background	OG0005460
LOC412700	Background	OG0001140
LOC412701	Background	OG0003695
LOC412703	Recognition	OG0000399
LOC412705	Background	OG0006163
LOC412707	Background	OG0003350
LOC412708	Background	OG0004168
LOC412710	Background	OG0008112
LOC412711	Background	OG0002708
LOC412712	Background	OG0000680
LOC412714	Background	OG0007929
LOC412721	Background	OG0001388
LOC412722	Background	OG0002429
LOC412727	Background	OG0000608
LOC412728	Background	OG0005224
LOC412731	Background	OG0006117
LOC412734	Background	OG0005482
LOC412735	Background	OG0004099
LOC412739	Background	OG0005090
LOC412741	Background	OG0003741
LOC412742	Background	OG0002037
LOC412744	Background	OG0006917
LOC412745	Background	OG0005296
LOC412746	Background	OG0001030
LOC412748	Background	OG0000621
LOC412749	Background	OG0008111
LOC412750	Background	OG0005610
LOC412751	Background	OG0002514
LOC412755	Background	OG0002443
LOC412756	Background	OG0000483
LOC412759	Background	OG0006705
LOC412762	Background	OG0001181
LOC412763	Background	OG0003251
LOC412764	Background	OG0003250
LOC412767	Putative Immune	OG0003246
LOC412768	Background	OG0003245
LOC412769	Background	OG0002501
LOC412770	Background	OG0001493
LOC412774	Effector	OG0001799
LOC412775	Putative Immune	OG0000270
LOC412777	Background	OG0001211
LOC412778	Background	OG0000877
LOC412780	Background	OG0002677
LOC412782	Background	OG0003999
LOC412784	Background	OG0002015
LOC412787	Background	OG0006863
LOC412788	Recognition	OG0004209
LOC412789	Background	OG0004408
LOC412791	Signalling	OG0004409
LOC412795	Background	OG0005027
LOC412796	Background	OG0000300
LOC412797	Putative Immune	OG0005021
LOC412799	Background	OG0008045
LOC412801	Background	OG0000995
LOC412804	Background	Unassigned
LOC412806	Background	OG0006756
LOC412808	Background	OG0001107
LOC412810	Signalling	OG0000324
LOC412813	Background	OG0008019
LOC412815	Background	OG0000073
LOC412816	Signalling	OG0008391
LOC412817	Background	OG0003587
LOC412818	Background	OG0006253
LOC412823	Background	OG0006006
LOC412824	Background	OG0006653
LOC412825	Effector	OG0003396
LOC412827	Background	OG0001191
LOC412828	Background	OG0008784
LOC412829	Putative Immune	OG0008599
LOC412830	Background	OG0007028
LOC412832	Background	OG0003094
LOC412834	Background	OG0000427
LOC412835	Background	OG0000307
LOC412837	Background	OG0002301
LOC412838	Background	OG0002223
LOC412839	Background	OG0001680
LOC412840	Background	OG0002979
LOC412842	Background	OG0004703
LOC412843	Background	OG0004700
LOC412844	Background	OG0009098
LOC412846	Background	OG0000983
LOC412850	Background	OG0000748
LOC412851	Background	OG0005429
LOC412853	Background	OG0006084
LOC412855	Background	OG0004490
LOC412858	Background	OG0001834
LOC412859	Background	OG0005240
LOC412862	Background	OG0006663
LOC412863	Background	OG0002197
LOC412864	Background	OG0004981
LOC412865	Background	OG0001100
LOC412866	Background	OG0004731
LOC412868	Background	OG0006016
LOC412869	Background	OG0009432
LOC412870	Background	OG0002454
LOC412876	Background	OG0005354
LOC412878	Background	OG0003743
LOC412880	Background	OG0004404
LOC412883	Background	OG0004478
LOC412884	Background	OG0000348
LOC412885	Background	OG0001470
LOC412886	Signalling	OG0000020
LOC412887	Background	OG0006413
LOC412888	Background	OG0006412
LOC412889	Background	OG0008221
LOC412890	Putative Immune	OG0000163
LOC412893	Background	OG0008331
LOC412896	Background	OG0004423
LOC412897	Background	OG0002659
LOC412898	Background	OG0002660
LOC412907	Background	OG0002917
LOC412913	Background	OG0004145
LOC412914	Background	OG0004860
LOC412916	Background	OG0003131
LOC412917	Background	OG0006329
LOC412918	Background	OG0000598
LOC412919	Background	OG0007137
LOC412923	Putative Immune	OG0007942
LOC412924	Background	OG0002272
LOC412925	Background	OG0007539
LOC412926	Background	OG0005553
LOC412927	Background	OG0000951
LOC412928	Background	OG0006819
LOC412929	Background	OG0005419
LOC412931	Background	OG0003786
LOC412932	Background	OG0003788
LOC412933	Background	OG0003790
LOC412934	Background	OG0000625
LOC412935	Background	OG0006859
LOC412936	Background	OG0000144
LOC412937	Background	OG0009135
LOC412941	Background	Unassigned
LOC412943	Background	OG0002935
LOC412944	Background	OG0005456
LOC412948	Background	OG0001897
LOC412949	Background	OG0003688
LOC412950	Background	OG0006319
LOC412954	Background	OG0004907
LOC412955	Background	OG0007767
LOC412956	Background	OG0003770
LOC412959	Background	OG0003859
LOC412960	Background	OG0006064
LOC412961	Background	OG0002264
LOC412965	Background	OG0004960
LOC412966	Background	OG0004996
LOC412968	Background	OG0006373
LOC412969	Background	OG0001557
LOC412972	Background	OG0004713
LOC412975	Background	OG0005364
LOC412976	Background	OG0003943
LOC412979	Background	OG0007655
LOC412984	Background	OG0006350
LOC412985	Background	OG0001928
LOC412986	Background	OG0007548
LOC412993	Background	OG0000490
LOC412994	Background	OG0000264
LOC412996	Background	OG0008386
LOC412997	Background	OG0006739
LOC413000	Putative Immune	OG0003836
LOC413001	Background	OG0001813
LOC413002	Background	OG0006178
LOC413005	Background	Unassigned
LOC413006	Background	OG0002533
LOC413011	Background	OG0002715
LOC413012	Background	OG0004340
LOC413014	Background	OG0004344
LOC413018	Background	OG0008215
LOC413020	Background	OG0001835
LOC413021	Background	OG0001837
LOC413023	Background	OG0004392
LOC413024	Background	OG0002747
LOC413025	Effector	OG0003634
LOC413029	Background	OG0001608
LOC413030	Background	OG0000850
LOC413032	Background	OG0006546
LOC413034	Background	OG0000999
LOC413036	Background	OG0002340
LOC413040	Background	OG0006965
LOC413043	Background	OG0000082
LOC413046	Background	OG0004688
LOC413047	Background	OG0001275
LOC413048	Background	OG0000357
LOC413051	Background	OG0009136
LOC413052	Background	OG0001627
LOC413053	Background	OG0003928
LOC413054	Effector	OG0003959
LOC413055	Background	OG0008287
LOC413056	Background	OG0000045
LOC413060	Background	OG0005478
LOC413063	Background	OG0001833
LOC413064	Background	OG0005020
LOC413065	Background	OG0005558
LOC413068	Background	OG0004909
LOC413069	Background	OG0006804
LOC413071	Background	OG0001886
LOC413073	Background	OG0000807
LOC413074	Background	OG0006994
LOC413076	Background	OG0006041
LOC413078	Background	OG0005957
LOC413080	Background	OG0005729
LOC413081	Background	OG0000865
LOC413083	Putative Immune	OG0000144
LOC413086	Background	OG0004953
LOC413087	Background	OG0008384
LOC413089	Background	OG0002277
LOC413091	Background	OG0003710
LOC413096	Background	OG0004929
LOC413097	Background	OG0000270
LOC413098	Background	OG0000090
LOC413099	Background	OG0005815
LOC413101	Background	OG0001160
LOC413103	Background	OG0008398
LOC413106	Putative Immune	OG0000679
LOC413108	Background	OG0004181
LOC413109	Background	OG0006557
LOC413110	Background	OG0003794
LOC413112	Background	OG0009100
LOC413113	Background	OG0002171
LOC413117	Putative Immune	OG0004831
LOC413118	Background	OG0006785
LOC413119	Background	OG0003209
LOC413120	Background	OG0002016
LOC413121	Background	OG0004143
LOC413123	Background	OG0003157
LOC413125	Putative Immune	OG0000886
LOC413126	Signalling	OG0002611
LOC413128	Putative Immune	OG0001639
LOC413129	Background	OG0007201
LOC413130	Background	OG0002696
LOC413132	Background	OG0004531
LOC413133	Background	OG0003516
LOC413134	Background	OG0003908
LOC413137	Background	OG0006494
LOC413138	Background	OG0006498
LOC413139	Background	OG0006566
LOC413141	Background	OG0006501
LOC413142	Background	OG0001139
LOC413144	Background	OG0008174
LOC413145	Background	OG0006043
LOC413146	Background	OG0002727
LOC413147	Background	OG0005481
LOC413152	Background	OG0002705
LOC413153	Signalling	OG0002737
LOC413154	Background	OG0004534
LOC413159	Background	OG0007000
LOC413164	Background	OG0006796
LOC413165	Background	OG0007114
LOC413166	Background	OG0005650
LOC413167	Background	OG0004884
LOC413168	Background	OG0004699
LOC413169	Background	Unassigned
LOC413170	Background	OG0005013
LOC413171	Background	OG0005054
LOC413173	Background	OG0001039
LOC413176	Background	OG0003983
LOC413179	Background	OG0001753
LOC413181	Background	OG0007387
