Transcript	Gene	Protein	CcalID
Caust.v2_010368-RA	Caust.v2_010368	Caust.v2_010368-RA	XP_017885191
Caust.v2_010369-RA	Caust.v2_010369	Caust.v2_010369-RA	XP_017885192
Caust.v2_010370-RA	Caust.v2_010370	Caust.v2_010370-RA	NA
Caust.v2_010371-RA	Caust.v2_010371	Caust.v2_010371-RA	XP_026673251
Caust.v2_010371-RB	Caust.v2_010371	Caust.v2_010371-RB	XP_026673251
Caust.v2_010371-RC	Caust.v2_010371	Caust.v2_010371-RC	XP_026673251
Caust.v2_010371-RD	Caust.v2_010371	Caust.v2_010371-RD	XP_026673251
Caust.v2_010371-RE	Caust.v2_010371	Caust.v2_010371-RE	XP_026673251
Caust.v2_010371-RF	Caust.v2_010371	Caust.v2_010371-RF	XP_026673251
Caust.v2_010371-RG	Caust.v2_010371	Caust.v2_010371-RG	XP_026673251
Caust.v2_010372-RA	Caust.v2_010372	Caust.v2_010372-RA	NA
Caust.v2_010373-RA	Caust.v2_010373	Caust.v2_010373-RA	NA
Caust.v2_010374-RA	Caust.v2_010374	Caust.v2_010374-RA	XP_026666822
Caust.v2_010375-RA	Caust.v2_010375	Caust.v2_010375-RA	XP_026666870
Caust.v2_010376-RA	Caust.v2_010376	Caust.v2_010376-RA	XP_026666786
Caust.v2_010377-RA	Caust.v2_010377	Caust.v2_010377-RA	NA
Caust.v2_010378-RA	Caust.v2_010378	Caust.v2_010378-RA	NA
Caust.v2_010379-RA	Caust.v2_010379	Caust.v2_010379-RA	XP_017892300
Caust.v2_010379-RB	Caust.v2_010379	Caust.v2_010379-RB	XP_017892300
Caust.v2_010380-RA	Caust.v2_010380	Caust.v2_010380-RA	XP_026675383
Caust.v2_010381-RA	Caust.v2_010381	Caust.v2_010381-RA	XP_026675383
Caust.v2_010381-RB	Caust.v2_010381	Caust.v2_010381-RB	XP_026675383
Caust.v2_010381-RC	Caust.v2_010381	Caust.v2_010381-RC	XP_026675383
Caust.v2_010381-RD	Caust.v2_010381	Caust.v2_010381-RD	XP_026675383
Caust.v2_010382-RA	Caust.v2_010382	Caust.v2_010382-RA	XP_017892335
Caust.v2_010383-RA	Caust.v2_010383	Caust.v2_010383-RA	NA
Caust.v2_010384-RA	Caust.v2_010384	Caust.v2_010384-RA	XP_026670715
Caust.v2_010385-RA	Caust.v2_010385	Caust.v2_010385-RA	NA
Caust.v2_010386-RA	Caust.v2_010386	Caust.v2_010386-RA	XP_026670717
Caust.v2_010387-RA	Caust.v2_010387	Caust.v2_010387-RA	XP_017882759
Caust.v2_010388-RA	Caust.v2_010388	Caust.v2_010388-RA	NA
Caust.v2_010389-RA	Caust.v2_010389	Caust.v2_010389-RA	NA
Caust.v2_010390-RA	Caust.v2_010390	Caust.v2_010390-RA	XP_026670720
Caust.v2_010391-RA	Caust.v2_010391	Caust.v2_010391-RA	NA
Caust.v2_010392-RA	Caust.v2_010392	Caust.v2_010392-RA	NA
Caust.v2_010393-RA	Caust.v2_010393	Caust.v2_010393-RA	NA
Caust.v2_010394-RA	Caust.v2_010394	Caust.v2_010394-RA	NA
Caust.v2_010395-RA	Caust.v2_010395	Caust.v2_010395-RA	NA
Caust.v2_010396-RA	Caust.v2_010396	Caust.v2_010396-RA	XP_026673756
Caust.v2_010397-RA	Caust.v2_010397	Caust.v2_010397-RA	NA
Caust.v2_010398-RA	Caust.v2_010398	Caust.v2_010398-RA	NA
Caust.v2_010399-RA	Caust.v2_010399	Caust.v2_010399-RA	NA
Caust.v2_010400-RA	Caust.v2_010400	Caust.v2_010400-RA	NA
Caust.v2_010401-RA	Caust.v2_010401	Caust.v2_010401-RA	XP_017889837
Caust.v2_010402-RA	Caust.v2_010402	Caust.v2_010402-RA	XP_017889147
Caust.v2_010402-RB	Caust.v2_010402	Caust.v2_010402-RB	XP_017889147
Caust.v2_010403-RA	Caust.v2_010403	Caust.v2_010403-RA	NA
Caust.v2_010404-RA	Caust.v2_010404	Caust.v2_010404-RA	NA
Caust.v2_010405-RA	Caust.v2_010405	Caust.v2_010405-RA	XP_017889101
Caust.v2_010406-RA	Caust.v2_010406	Caust.v2_010406-RA	NA
Caust.v2_010407-RA	Caust.v2_010407	Caust.v2_010407-RA	NA
Caust.v2_010408-RA	Caust.v2_010408	Caust.v2_010408-RA	NA
Caust.v2_010409-RA	Caust.v2_010409	Caust.v2_010409-RA	NA
Caust.v2_010410-RA	Caust.v2_010410	Caust.v2_010410-RA	XP_026673742
Caust.v2_010411-RA	Caust.v2_010411	Caust.v2_010411-RA	NA
Caust.v2_010412-RA	Caust.v2_010412	Caust.v2_010412-RA	XP_017889172
Caust.v2_010412-RB	Caust.v2_010412	Caust.v2_010412-RB	NA
Caust.v2_010413-RA	Caust.v2_010413	Caust.v2_010413-RA	NA
Caust.v2_010414-RA	Caust.v2_010414	Caust.v2_010414-RA	NA
Caust.v2_010415-RA	Caust.v2_010415	Caust.v2_010415-RA	XP_017889172
Caust.v2_010416-RA	Caust.v2_010416	Caust.v2_010416-RA	NA
Caust.v2_010417-RA	Caust.v2_010417	Caust.v2_010417-RA	XP_017889138
Caust.v2_010418-RA	Caust.v2_010418	Caust.v2_010418-RA	NA
Caust.v2_010419-RA	Caust.v2_010419	Caust.v2_010419-RA	NA
Caust.v2_010420-RA	Caust.v2_010420	Caust.v2_010420-RA	NA
Caust.v2_010421-RA	Caust.v2_010421	Caust.v2_010421-RA	NA
Caust.v2_010422-RA	Caust.v2_010422	Caust.v2_010422-RA	XP_026673770
Caust.v2_010423-RA	Caust.v2_010423	Caust.v2_010423-RA	NA
Caust.v2_010424-RA	Caust.v2_010424	Caust.v2_010424-RA	NA
Caust.v2_010425-RA	Caust.v2_010425	Caust.v2_010425-RA	NA
Caust.v2_010426-RA	Caust.v2_010426	Caust.v2_010426-RA	NA
Caust.v2_010427-RA	Caust.v2_010427	Caust.v2_010427-RA	NA
Caust.v2_010428-RA	Caust.v2_010428	Caust.v2_010428-RA	NA
Caust.v2_010429-RA	Caust.v2_010429	Caust.v2_010429-RA	NA
Caust.v2_010430-RA	Caust.v2_010430	Caust.v2_010430-RA	XP_026672149
Caust.v2_010431-RA	Caust.v2_010431	Caust.v2_010431-RA	XP_017885497
Caust.v2_010432-RA	Caust.v2_010432	Caust.v2_010432-RA	XP_026672178
Caust.v2_010433-RA	Caust.v2_010433	Caust.v2_010433-RA	NA
Caust.v2_010434-RA	Caust.v2_010434	Caust.v2_010434-RA	NA
Caust.v2_010435-RA	Caust.v2_010435	Caust.v2_010435-RA	XP_017885544
Caust.v2_010436-RA	Caust.v2_010436	Caust.v2_010436-RA	NA
Caust.v2_010437-RA	Caust.v2_010437	Caust.v2_010437-RA	NA
Caust.v2_010438-RA	Caust.v2_010438	Caust.v2_010438-RA	NA
Caust.v2_010439-RA	Caust.v2_010439	Caust.v2_010439-RA	XP_026672147
Caust.v2_010440-RA	Caust.v2_010440	Caust.v2_010440-RA	XP_026668013
Caust.v2_010440-RB	Caust.v2_010440	Caust.v2_010440-RB	XP_026668013
Caust.v2_010440-RC	Caust.v2_010440	Caust.v2_010440-RC	XP_026668013
Caust.v2_010440-RD	Caust.v2_010440	Caust.v2_010440-RD	XP_026668013
Caust.v2_010440-RE	Caust.v2_010440	Caust.v2_010440-RE	XP_026668013
Caust.v2_010440-RF	Caust.v2_010440	Caust.v2_010440-RF	XP_026668013
Caust.v2_010440-RG	Caust.v2_010440	Caust.v2_010440-RG	XP_026668013
Caust.v2_010441-RA	Caust.v2_010441	Caust.v2_010441-RA	NA
Caust.v2_010441-RB	Caust.v2_010441	Caust.v2_010441-RB	NA
Caust.v2_010441-RC	Caust.v2_010441	Caust.v2_010441-RC	NA
Caust.v2_010442-RA	Caust.v2_010442	Caust.v2_010442-RA	XP_017877363
Caust.v2_010442-RB	Caust.v2_010442	Caust.v2_010442-RB	XP_026668004
Caust.v2_010443-RA	Caust.v2_010443	Caust.v2_010443-RA	XP_026668007
Caust.v2_010444-RA	Caust.v2_010444	Caust.v2_010444-RA	XP_017877345
Caust.v2_010445-RA	Caust.v2_010445	Caust.v2_010445-RA	NA
Caust.v2_010446-RA	Caust.v2_010446	Caust.v2_010446-RA	NA
Caust.v2_010447-RA	Caust.v2_010447	Caust.v2_010447-RA	NA
Caust.v2_010448-RA	Caust.v2_010448	Caust.v2_010448-RA	NA
Caust.v2_010449-RA	Caust.v2_010449	Caust.v2_010449-RA	NA
Caust.v2_010450-RA	Caust.v2_010450	Caust.v2_010450-RA	NA
Caust.v2_010451-RA	Caust.v2_010451	Caust.v2_010451-RA	NA
Caust.v2_010452-RA	Caust.v2_010452	Caust.v2_010452-RA	NA
Caust.v2_010453-RA	Caust.v2_010453	Caust.v2_010453-RA	NA
Caust.v2_010454-RA	Caust.v2_010454	Caust.v2_010454-RA	XP_017882640
Caust.v2_010455-RA	Caust.v2_010455	Caust.v2_010455-RA	XP_017882611
Caust.v2_010456-RA	Caust.v2_010456	Caust.v2_010456-RA	XP_026670628
Caust.v2_010457-RA	Caust.v2_010457	Caust.v2_010457-RA	XP_026668882
Caust.v2_010457-RB	Caust.v2_010457	Caust.v2_010457-RB	XP_017882484
Caust.v2_010457-RC	Caust.v2_010457	Caust.v2_010457-RC	XP_017882484
Caust.v2_010457-RD	Caust.v2_010457	Caust.v2_010457-RD	XP_017882484
Caust.v2_010458-RA	Caust.v2_010458	Caust.v2_010458-RA	NA
Caust.v2_010459-RA	Caust.v2_010459	Caust.v2_010459-RA	XP_017879149
Caust.v2_010460-RA	Caust.v2_010460	Caust.v2_010460-RA	XP_026668870
Caust.v2_010461-RA	Caust.v2_010461	Caust.v2_010461-RA	NA
Caust.v2_010462-RA	Caust.v2_010462	Caust.v2_010462-RA	XP_017879148
Caust.v2_010462-RB	Caust.v2_010462	Caust.v2_010462-RB	XP_017879148
Caust.v2_010463-RA	Caust.v2_010463	Caust.v2_010463-RA	XP_026668877
Caust.v2_010463-RB	Caust.v2_010463	Caust.v2_010463-RB	XP_026668877
Caust.v2_010463-RC	Caust.v2_010463	Caust.v2_010463-RC	XP_026668877
Caust.v2_010464-RA	Caust.v2_010464	Caust.v2_010464-RA	NA
Caust.v2_010465-RA	Caust.v2_010465	Caust.v2_010465-RA	NA
Caust.v2_010466-RA	Caust.v2_010466	Caust.v2_010466-RA	NA
Caust.v2_010467-RA	Caust.v2_010467	Caust.v2_010467-RA	NA
Caust.v2_010468-RA	Caust.v2_010468	Caust.v2_010468-RA	NA
Caust.v2_010469-RA	Caust.v2_010469	Caust.v2_010469-RA	NA
Caust.v2_010470-RA	Caust.v2_010470	Caust.v2_010470-RA	NA
Caust.v2_010471-RA	Caust.v2_010471	Caust.v2_010471-RA	NA
Caust.v2_010472-RA	Caust.v2_010472	Caust.v2_010472-RA	XP_026670427
Caust.v2_010473-RA	Caust.v2_010473	Caust.v2_010473-RA	NA
Caust.v2_010474-RA	Caust.v2_010474	Caust.v2_010474-RA	XP_026670426
Caust.v2_010475-RA	Caust.v2_010475	Caust.v2_010475-RA	XP_026670250
Caust.v2_010476-RA	Caust.v2_010476	Caust.v2_010476-RA	XP_026670268
Caust.v2_010477-RA	Caust.v2_010477	Caust.v2_010477-RA	NA
Caust.v2_010478-RA	Caust.v2_010478	Caust.v2_010478-RA	NA
Caust.v2_010479-RA	Caust.v2_010479	Caust.v2_010479-RA	NA
Caust.v2_010480-RA	Caust.v2_010480	Caust.v2_010480-RA	NA
Caust.v2_010481-RA	Caust.v2_010481	Caust.v2_010481-RA	NA
Caust.v2_010482-RA	Caust.v2_010482	Caust.v2_010482-RA	NA
Caust.v2_010483-RA	Caust.v2_010483	Caust.v2_010483-RA	XP_017882247
Caust.v2_010484-RA	Caust.v2_010484	Caust.v2_010484-RA	NA
Caust.v2_010485-RA	Caust.v2_010485	Caust.v2_010485-RA	NA
Caust.v2_010486-RA	Caust.v2_010486	Caust.v2_010486-RA	NA
Caust.v2_010487-RA	Caust.v2_010487	Caust.v2_010487-RA	NA
Caust.v2_010488-RA	Caust.v2_010488	Caust.v2_010488-RA	NA
Caust.v2_010489-RA	Caust.v2_010489	Caust.v2_010489-RA	NA
Caust.v2_010490-RA	Caust.v2_010490	Caust.v2_010490-RA	NA
Caust.v2_010491-RA	Caust.v2_010491	Caust.v2_010491-RA	NA
Caust.v2_010492-RA	Caust.v2_010492	Caust.v2_010492-RA	NA
Caust.v2_010493-RA	Caust.v2_010493	Caust.v2_010493-RA	XP_026670270
Caust.v2_010494-RA	Caust.v2_010494	Caust.v2_010494-RA	XP_017881956
Caust.v2_010495-RA	Caust.v2_010495	Caust.v2_010495-RA	NA
Caust.v2_010496-RA	Caust.v2_010496	Caust.v2_010496-RA	NA
Caust.v2_010497-RA	Caust.v2_010497	Caust.v2_010497-RA	NA
Caust.v2_010498-RA	Caust.v2_010498	Caust.v2_010498-RA	NA
Caust.v2_010499-RA	Caust.v2_010499	Caust.v2_010499-RA	NA
Caust.v2_010500-RA	Caust.v2_010500	Caust.v2_010500-RA	NA
Caust.v2_010501-RA	Caust.v2_010501	Caust.v2_010501-RA	NA
Caust.v2_010502-RA	Caust.v2_010502	Caust.v2_010502-RA	NA
Caust.v2_010503-RA	Caust.v2_010503	Caust.v2_010503-RA	NA
Caust.v2_010504-RA	Caust.v2_010504	Caust.v2_010504-RA	NA
Caust.v2_010505-RA	Caust.v2_010505	Caust.v2_010505-RA	NA
Caust.v2_010506-RA	Caust.v2_010506	Caust.v2_010506-RA	XP_017881941
Caust.v2_010507-RA	Caust.v2_010507	Caust.v2_010507-RA	NA
Caust.v2_010508-RA	Caust.v2_010508	Caust.v2_010508-RA	XP_017881941
Caust.v2_010509-RA	Caust.v2_010509	Caust.v2_010509-RA	NA
Caust.v2_010510-RA	Caust.v2_010510	Caust.v2_010510-RA	NA
Caust.v2_010511-RA	Caust.v2_010511	Caust.v2_010511-RA	NA
Caust.v2_010512-RA	Caust.v2_010512	Caust.v2_010512-RA	NA
Caust.v2_010513-RA	Caust.v2_010513	Caust.v2_010513-RA	NA
Caust.v2_010514-RA	Caust.v2_010514	Caust.v2_010514-RA	NA
Caust.v2_010515-RA	Caust.v2_010515	Caust.v2_010515-RA	NA
Caust.v2_010516-RA	Caust.v2_010516	Caust.v2_010516-RA	NA
Caust.v2_010517-RA	Caust.v2_010517	Caust.v2_010517-RA	NA
Caust.v2_010518-RA	Caust.v2_010518	Caust.v2_010518-RA	NA
Caust.v2_010519-RA	Caust.v2_010519	Caust.v2_010519-RA	NA
Caust.v2_010520-RA	Caust.v2_010520	Caust.v2_010520-RA	XP_026667197
Caust.v2_010521-RA	Caust.v2_010521	Caust.v2_010521-RA	XP_026667171
Caust.v2_010522-RA	Caust.v2_010522	Caust.v2_010522-RA	XP_026667180
Caust.v2_010523-RA	Caust.v2_010523	Caust.v2_010523-RA	XP_026666993
Caust.v2_010524-RA	Caust.v2_010524	Caust.v2_010524-RA	XP_026666993
Caust.v2_010525-RA	Caust.v2_010525	Caust.v2_010525-RA	XP_017875792
Caust.v2_010526-RA	Caust.v2_010526	Caust.v2_010526-RA	XP_026666996
Caust.v2_010526-RB	Caust.v2_010526	Caust.v2_010526-RB	XP_026667006
Caust.v2_010527-RA	Caust.v2_010527	Caust.v2_010527-RA	XP_026666989
Caust.v2_010527-RB	Caust.v2_010527	Caust.v2_010527-RB	XP_017875715
Caust.v2_010528-RA	Caust.v2_010528	Caust.v2_010528-RA	XP_026667184
Caust.v2_010529-RA	Caust.v2_010529	Caust.v2_010529-RA	XP_017875457
Caust.v2_010530-RA	Caust.v2_010530	Caust.v2_010530-RA	XP_026667347
Caust.v2_010531-RA	Caust.v2_010531	Caust.v2_010531-RA	NA
Caust.v2_010532-RA	Caust.v2_010532	Caust.v2_010532-RA	NA
Caust.v2_010533-RA	Caust.v2_010533	Caust.v2_010533-RA	XP_026667379
Caust.v2_010534-RA	Caust.v2_010534	Caust.v2_010534-RA	NA
Caust.v2_010535-RA	Caust.v2_010535	Caust.v2_010535-RA	NA
Caust.v2_010536-RA	Caust.v2_010536	Caust.v2_010536-RA	NA
Caust.v2_010537-RA	Caust.v2_010537	Caust.v2_010537-RA	NA
Caust.v2_010538-RA	Caust.v2_010538	Caust.v2_010538-RA	NA
Caust.v2_010539-RA	Caust.v2_010539	Caust.v2_010539-RA	XP_017875492
Caust.v2_010540-RA	Caust.v2_010540	Caust.v2_010540-RA	NA
Caust.v2_010541-RA	Caust.v2_010541	Caust.v2_010541-RA	NA
Caust.v2_010542-RA	Caust.v2_010542	Caust.v2_010542-RA	NA
Caust.v2_010543-RA	Caust.v2_010543	Caust.v2_010543-RA	XP_017875492
Caust.v2_010544-RA	Caust.v2_010544	Caust.v2_010544-RA	NA
Caust.v2_010545-RA	Caust.v2_010545	Caust.v2_010545-RA	XP_026667106
Caust.v2_010546-RA	Caust.v2_010546	Caust.v2_010546-RA	XP_017878979
Caust.v2_010546-RB	Caust.v2_010546	Caust.v2_010546-RB	XP_017878979
Caust.v2_010547-RA	Caust.v2_010547	Caust.v2_010547-RA	XP_017878978
Caust.v2_010547-RB	Caust.v2_010547	Caust.v2_010547-RB	XP_017878978
Caust.v2_010547-RC	Caust.v2_010547	Caust.v2_010547-RC	XP_017878978
Caust.v2_010548-RA	Caust.v2_010548	Caust.v2_010548-RA	XP_017879059
Caust.v2_010549-RA	Caust.v2_010549	Caust.v2_010549-RA	NA
Caust.v2_010550-RA	Caust.v2_010550	Caust.v2_010550-RA	XP_017879029
Caust.v2_010551-RA	Caust.v2_010551	Caust.v2_010551-RA	XP_017879015
Caust.v2_010551-RB	Caust.v2_010551	Caust.v2_010551-RB	XP_017879015
Caust.v2_010551-RC	Caust.v2_010551	Caust.v2_010551-RC	XP_017879015
Caust.v2_010551-RD	Caust.v2_010551	Caust.v2_010551-RD	XP_017879015
Caust.v2_010551-RE	Caust.v2_010551	Caust.v2_010551-RE	XP_017879015
Caust.v2_010551-RF	Caust.v2_010551	Caust.v2_010551-RF	XP_017879015
Caust.v2_010551-RG	Caust.v2_010551	Caust.v2_010551-RG	XP_017879015
Caust.v2_010552-RA	Caust.v2_010552	Caust.v2_010552-RA	XP_017879027
Caust.v2_010553-RA	Caust.v2_010553	Caust.v2_010553-RA	XP_017879006
Caust.v2_010554-RA	Caust.v2_010554	Caust.v2_010554-RA	XP_017879007
Caust.v2_010555-RA	Caust.v2_010555	Caust.v2_010555-RA	XP_017879017
Caust.v2_010555-RB	Caust.v2_010555	Caust.v2_010555-RB	XP_017879017
Caust.v2_010555-RC	Caust.v2_010555	Caust.v2_010555-RC	XP_017879017
Caust.v2_010555-RD	Caust.v2_010555	Caust.v2_010555-RD	XP_017879017
Caust.v2_010556-RA	Caust.v2_010556	Caust.v2_010556-RA	XP_026668802
Caust.v2_010557-RA	Caust.v2_010557	Caust.v2_010557-RA	NA
Caust.v2_010558-RA	Caust.v2_010558	Caust.v2_010558-RA	XP_017885042
Caust.v2_010559-RA	Caust.v2_010559	Caust.v2_010559-RA	XP_017884526
Caust.v2_010560-RA	Caust.v2_010560	Caust.v2_010560-RA	NA
Caust.v2_010561-RA	Caust.v2_010561	Caust.v2_010561-RA	XP_017884926
Caust.v2_010562-RA	Caust.v2_010562	Caust.v2_010562-RA	XP_026671684
Caust.v2_010563-RA	Caust.v2_010563	Caust.v2_010563-RA	XP_026671684
Caust.v2_010564-RA	Caust.v2_010564	Caust.v2_010564-RA	XP_017884959
Caust.v2_010565-RA	Caust.v2_010565	Caust.v2_010565-RA	XP_017884960
Caust.v2_010565-RB	Caust.v2_010565	Caust.v2_010565-RB	XP_017884960
Caust.v2_010566-RA	Caust.v2_010566	Caust.v2_010566-RA	XP_017884778
Caust.v2_010566-RB	Caust.v2_010566	Caust.v2_010566-RB	XP_017884778
Caust.v2_010567-RA	Caust.v2_010567	Caust.v2_010567-RA	XP_017884784
Caust.v2_010567-RB	Caust.v2_010567	Caust.v2_010567-RB	XP_026671671
Caust.v2_010567-RC	Caust.v2_010567	Caust.v2_010567-RC	XP_026671671
Caust.v2_010568-RA	Caust.v2_010568	Caust.v2_010568-RA	XP_017884786
Caust.v2_010568-RB	Caust.v2_010568	Caust.v2_010568-RB	XP_017884786
Caust.v2_010569-RA	Caust.v2_010569	Caust.v2_010569-RA	XP_017884470
Caust.v2_010569-RB	Caust.v2_010569	Caust.v2_010569-RB	XP_017884470
Caust.v2_010570-RA	Caust.v2_010570	Caust.v2_010570-RA	XP_017884697
Caust.v2_010570-RB	Caust.v2_010570	Caust.v2_010570-RB	XP_017884697
Caust.v2_010571-RA	Caust.v2_010571	Caust.v2_010571-RA	XP_017884695
Caust.v2_010572-RA	Caust.v2_010572	Caust.v2_010572-RA	XP_017884700
Caust.v2_010573-RA	Caust.v2_010573	Caust.v2_010573-RA	XP_026671676
Caust.v2_010574-RA	Caust.v2_010574	Caust.v2_010574-RA	XP_017875471
Caust.v2_010575-RA	Caust.v2_010575	Caust.v2_010575-RA	XP_017875465
Caust.v2_010576-RA	Caust.v2_010576	Caust.v2_010576-RA	XP_026671712
Caust.v2_010577-RA	Caust.v2_010577	Caust.v2_010577-RA	NA
Caust.v2_010578-RA	Caust.v2_010578	Caust.v2_010578-RA	XP_017891655
Caust.v2_010579-RA	Caust.v2_010579	Caust.v2_010579-RA	XP_017891702
Caust.v2_010580-RA	Caust.v2_010580	Caust.v2_010580-RA	XP_017891656
Caust.v2_010581-RA	Caust.v2_010581	Caust.v2_010581-RA	NA
Caust.v2_010582-RA	Caust.v2_010582	Caust.v2_010582-RA	NA
Caust.v2_010583-RA	Caust.v2_010583	Caust.v2_010583-RA	NA
Caust.v2_010584-RA	Caust.v2_010584	Caust.v2_010584-RA	NA
Caust.v2_010585-RA	Caust.v2_010585	Caust.v2_010585-RA	XP_026672202
Caust.v2_010586-RA	Caust.v2_010586	Caust.v2_010586-RA	XP_017885774
Caust.v2_010587-RA	Caust.v2_010587	Caust.v2_010587-RA	XP_017885641
Caust.v2_010588-RA	Caust.v2_010588	Caust.v2_010588-RA	XP_017878083
Caust.v2_010588-RB	Caust.v2_010588	Caust.v2_010588-RB	XP_017878083
Caust.v2_010588-RC	Caust.v2_010588	Caust.v2_010588-RC	XP_017878083
Caust.v2_010589-RA	Caust.v2_010589	Caust.v2_010589-RA	XP_017878107
Caust.v2_010590-RA	Caust.v2_010590	Caust.v2_010590-RA	XP_026668426
Caust.v2_010591-RA	Caust.v2_010591	Caust.v2_010591-RA	XP_026668432
Caust.v2_010591-RB	Caust.v2_010591	Caust.v2_010591-RB	XP_026668432
Caust.v2_010592-RA	Caust.v2_010592	Caust.v2_010592-RA	XP_017878180
Caust.v2_010592-RB	Caust.v2_010592	Caust.v2_010592-RB	XP_017878180
Caust.v2_010592-RC	Caust.v2_010592	Caust.v2_010592-RC	XP_017878177
Caust.v2_010592-RD	Caust.v2_010592	Caust.v2_010592-RD	XP_017878177
Caust.v2_010592-RE	Caust.v2_010592	Caust.v2_010592-RE	XP_017878180
Caust.v2_010592-RF	Caust.v2_010592	Caust.v2_010592-RF	XP_017878177
Caust.v2_010592-RG	Caust.v2_010592	Caust.v2_010592-RG	XP_017878180
Caust.v2_010592-RH	Caust.v2_010592	Caust.v2_010592-RH	XP_017878177
Caust.v2_010592-RI	Caust.v2_010592	Caust.v2_010592-RI	XP_017878177
Caust.v2_010593-RA	Caust.v2_010593	Caust.v2_010593-RA	XP_017875834
Caust.v2_010594-RA	Caust.v2_010594	Caust.v2_010594-RA	XP_026667283
Caust.v2_010595-RA	Caust.v2_010595	Caust.v2_010595-RA	XP_017875832
Caust.v2_010596-RA	Caust.v2_010596	Caust.v2_010596-RA	XP_017875830
Caust.v2_010597-RA	Caust.v2_010597	Caust.v2_010597-RA	NA
Caust.v2_010598-RA	Caust.v2_010598	Caust.v2_010598-RA	NA
Caust.v2_010599-RA	Caust.v2_010599	Caust.v2_010599-RA	XP_026674774
Caust.v2_010600-RA	Caust.v2_010600	Caust.v2_010600-RA	NA
Caust.v2_010601-RA	Caust.v2_010601	Caust.v2_010601-RA	NA
Caust.v2_010602-RA	Caust.v2_010602	Caust.v2_010602-RA	NA
Caust.v2_010603-RA	Caust.v2_010603	Caust.v2_010603-RA	NA
Caust.v2_010604-RA	Caust.v2_010604	Caust.v2_010604-RA	NA
Caust.v2_010605-RA	Caust.v2_010605	Caust.v2_010605-RA	NA
Caust.v2_010606-RA	Caust.v2_010606	Caust.v2_010606-RA	NA
Caust.v2_010607-RA	Caust.v2_010607	Caust.v2_010607-RA	NA
Caust.v2_010608-RA	Caust.v2_010608	Caust.v2_010608-RA	NA
Caust.v2_010609-RA	Caust.v2_010609	Caust.v2_010609-RA	NA
Caust.v2_010610-RA	Caust.v2_010610	Caust.v2_010610-RA	NA
Caust.v2_010611-RA	Caust.v2_010611	Caust.v2_010611-RA	NA
Caust.v2_010612-RA	Caust.v2_010612	Caust.v2_010612-RA	NA
Caust.v2_010613-RA	Caust.v2_010613	Caust.v2_010613-RA	NA
Caust.v2_010614-RA	Caust.v2_010614	Caust.v2_010614-RA	NA
Caust.v2_010615-RA	Caust.v2_010615	Caust.v2_010615-RA	NA
Caust.v2_010616-RA	Caust.v2_010616	Caust.v2_010616-RA	NA
Caust.v2_010617-RA	Caust.v2_010617	Caust.v2_010617-RA	XP_026673749
Caust.v2_010618-RA	Caust.v2_010618	Caust.v2_010618-RA	XP_017888947
Caust.v2_010619-RA	Caust.v2_010619	Caust.v2_010619-RA	XP_017888976
Caust.v2_010619-RB	Caust.v2_010619	Caust.v2_010619-RB	XP_017888976
Caust.v2_010620-RA	Caust.v2_010620	Caust.v2_010620-RA	XP_017889132
Caust.v2_010621-RA	Caust.v2_010621	Caust.v2_010621-RA	XP_017888946
Caust.v2_010622-RA	Caust.v2_010622	Caust.v2_010622-RA	NA
Caust.v2_010623-RA	Caust.v2_010623	Caust.v2_010623-RA	NA
Caust.v2_010624-RA	Caust.v2_010624	Caust.v2_010624-RA	NA
Caust.v2_010625-RA	Caust.v2_010625	Caust.v2_010625-RA	NA
Caust.v2_010626-RA	Caust.v2_010626	Caust.v2_010626-RA	NA
Caust.v2_010627-RA	Caust.v2_010627	Caust.v2_010627-RA	XP_017888968
Caust.v2_010628-RA	Caust.v2_010628	Caust.v2_010628-RA	NA
Caust.v2_010629-RA	Caust.v2_010629	Caust.v2_010629-RA	NA
Caust.v2_010630-RA	Caust.v2_010630	Caust.v2_010630-RA	NA
Caust.v2_010631-RA	Caust.v2_010631	Caust.v2_010631-RA	NA
Caust.v2_010632-RA	Caust.v2_010632	Caust.v2_010632-RA	NA
Caust.v2_010633-RA	Caust.v2_010633	Caust.v2_010633-RA	NA
Caust.v2_010634-RA	Caust.v2_010634	Caust.v2_010634-RA	NA
Caust.v2_010635-RA	Caust.v2_010635	Caust.v2_010635-RA	NA
Caust.v2_010636-RA	Caust.v2_010636	Caust.v2_010636-RA	XP_026668326
Caust.v2_010637-RA	Caust.v2_010637	Caust.v2_010637-RA	NA
Caust.v2_010638-RA	Caust.v2_010638	Caust.v2_010638-RA	NA
Caust.v2_010639-RA	Caust.v2_010639	Caust.v2_010639-RA	XP_026668373
Caust.v2_010640-RA	Caust.v2_010640	Caust.v2_010640-RA	NA
Caust.v2_010641-RA	Caust.v2_010641	Caust.v2_010641-RA	XP_017877983
Caust.v2_010642-RA	Caust.v2_010642	Caust.v2_010642-RA	XP_017877988
Caust.v2_010642-RB	Caust.v2_010642	Caust.v2_010642-RB	XP_017877988
Caust.v2_010642-RC	Caust.v2_010642	Caust.v2_010642-RC	XP_017877988
Caust.v2_010643-RA	Caust.v2_010643	Caust.v2_010643-RA	XP_026668370
Caust.v2_010644-RA	Caust.v2_010644	Caust.v2_010644-RA	XP_017878077
Caust.v2_010644-RB	Caust.v2_010644	Caust.v2_010644-RB	XP_017878077
