LOC106783577	XM_014746502.1
LOC106789509	XM_014753775.1
LOC106789510	XM_014753777.1
LOC106789511	XM_014753782.1
LOC106789512	XM_014753783.1
LOC106789513	XM_014753786.1
LOC106789514	XM_014753788.1
LOC106789515	XM_014753789.1
LOC106789516	XM_014753790.1
LOC106789517	XM_014753791.1
LOC106789518	XM_014753795.1
LOC106789519	XM_014753801.1
LOC106789520	XM_014753803.1
LOC106789521	XM_014753806.1
LOC106789522	XM_014753808.1
LOC106789523	XR_001382001.1
LOC106789524	XM_014753809.1
LOC106789525	XM_014753813.1
LOC106789526	XM_014753810.1
LOC106789527	XM_014753811.1
LOC106789528	XM_014753812.1
LOC106789529	XM_014753814.1
LOC106789530	XM_014753825.1
LOC106789531	XM_014753828.1
LOC106789532	XM_014753830.1
LOC106789533	XM_014753831.1
LOC106789534	XM_014753832.1
LOC106789535	XM_014753833.1
LOC106789536	XM_014753834.1
LOC106789537	XM_014753835.1
LOC106789538	XM_014753840.1
LOC106789539	XM_014753836.1
LOC106789540	XM_014753839.1
LOC106789541	XM_014753843.1
LOC106789542	XM_014753844.1
LOC106789543	XM_014753849.1
LOC106789544	XM_014753880.1
LOC106789545	XR_001382002.1
LOC106789546	XM_014753850.1
LOC106789547	XM_014753854.1
LOC106789548	XM_014753856.1
LOC106789549	XR_001382003.1
LOC106789550	XM_014753858.1
LOC106789551	XM_014753859.1
LOC106789552	XM_014753860.1
LOC106789553	XM_014753862.1
LOC106789554	XM_014753865.1
LOC106789555	XM_014753866.1
LOC106789556	XM_014753868.1
LOC106789557	XM_014753869.1
LOC106789558	XM_014753873.1
LOC106789559	XM_014753883.1
LOC106789560	XM_014753884.1
LOC106789561	XM_014753885.1
LOC106789563	XM_014753886.1
LOC106789564	XM_014753891.1
LOC106789565	XM_014753892.1
LOC106789566	XM_014753893.1
LOC106789567	XM_014753899.1
LOC106789568	XM_014753900.1
LOC106789569	XM_014753904.1
LOC106789570	XM_014753907.1
LOC106789571	XM_014753910.1
LOC106789572	XM_014753911.1
LOC106789573	XM_014753912.1
LOC106789574	XM_014753914.1
LOC106789575	XM_014753918.1
LOC106789576	XM_014753915.1
LOC106789577	XM_014753916.1
LOC106789578	XM_014753917.1
LOC106789579	XM_014753919.1
LOC106789580	XM_014753920.1
LOC106789581	XM_014753921.1
LOC106789582	XM_014753922.1
LOC106789583	XM_014753923.1
LOC106789584	XM_014753924.1
LOC106789585	XR_001382004.1
LOC106789586	XM_014753928.1
LOC106789587	XM_014753930.1
LOC106789588	XM_014753937.1
LOC106789589	XM_014753940.1
LOC106789590	XM_014753982.1
LOC106789591	XM_014753941.1
LOC106789592	XM_014753944.1
LOC106789593	XM_014753947.1
LOC106789594	XM_014753948.1
LOC106789595	XM_014753957.1
LOC106789596	XM_014753958.1
LOC106789597	XM_014753962.1
LOC106789598	XM_014753959.1
LOC106789599	XM_014753960.1
LOC106789600	XM_014753961.1
LOC106789601	XM_014753964.1
LOC106789602	XM_014753965.1
LOC106789603	XM_014753966.1
LOC106789604	XM_014753969.1
LOC106789605	XM_014753970.1
LOC106789606	XM_014753975.1
LOC106789607	XM_014753973.1
LOC106789608	XR_001382006.1
LOC106789609	XM_014753977.1
LOC106789610	XM_014753978.1
LOC106789611	XM_014753979.1
LOC106789612	XR_001382007.1
LOC106789613	XM_014753980.1
LOC106789614	XM_014753981.1
LOC106789615	XM_014753987.1
LOC106789616	XM_014753986.1
LOC106789617	XM_014753991.1
LOC106789618	XM_014753995.1
LOC106789619	XM_014753996.1
LOC106789620	XM_014753998.1
LOC106789621	XM_014753999.1
LOC106789622	XM_014754000.1
LOC106789623	XM_014754001.1
LOC106789624	XM_014754002.1
LOC106789625	XM_014754003.1
LOC106789626	XM_014754008.1
LOC106789627	XM_014754009.1
LOC106789628	XM_014754010.1
LOC106789629	XM_014754011.1
LOC106789630	XM_014754012.1
LOC106789631	XM_014754017.1
LOC106789632	XM_014754014.1
LOC106789633	XM_014754016.1
LOC106789634	XM_014754021.1
LOC106789635	XM_014754022.1
LOC106789636	XM_014754024.1
LOC106789637	XM_014754025.1
LOC106789638	XM_014754030.1
LOC106789639	XM_014754031.1
LOC106789640	XM_014754033.1
LOC106789641	XM_014754034.1
LOC106789642	XM_014754036.1
LOC106789643	XM_014754037.1
LOC106789644	XM_014754038.1
LOC106789645	XM_014754039.1
LOC106789646	XM_014754041.1
LOC106789647	XM_014754042.1
LOC106789648	XM_014754044.1
LOC106789649	XM_014754045.1
LOC106789650	XM_014754046.1
LOC106789651	XM_014754058.1
LOC106789652	XM_014754059.1
LOC106789653	XM_014754061.1
LOC106789654	XM_014754064.1
LOC106789655	XR_001382008.1
LOC106789656	XM_014754067.1
LOC106789657	XM_014754070.1
LOC106789658	XM_014754068.1
LOC106789659	XM_014754069.1
LOC106789660	XM_014754109.1
LOC106789661	XR_001382009.1
LOC106789662	XM_014754073.1
LOC106789663	XM_014754075.1
LOC106789664	XM_014754076.1
LOC106789665	XR_001382010.1
LOC106789666	XM_014754080.1
LOC106789667	XR_001382011.1
LOC106789668	XR_001382012.1
LOC106789669	XM_014754077.1
LOC106789670	XM_014754082.1
LOC106789671	XM_014754083.1
LOC106789672	XM_014754084.1
LOC106789673	XM_014754085.1
LOC106789674	XR_001382013.1
LOC106789675	XM_014754087.1
LOC106789676	XM_014754101.1
LOC106789677	XM_014754094.1
LOC106789678	XM_014754095.1
LOC106789679	XM_014754098.1
LOC106789680	XM_014754102.1
LOC106789681	XM_014754104.1
LOC106789682	XM_014754106.1
LOC106789683	XR_001382014.1
LOC106789684	XM_014754107.1
LOC106789685	XM_014754112.1
LOC106789686	XM_014754114.1
LOC106789687	XM_014754115.1
LOC106789688	XM_014754117.1
LOC106789689	XM_014754132.1
LOC106789690	XM_014754121.1
LOC106789691	XM_014754125.1
LOC106789692	XM_014754126.1
LOC106789693	XM_014754127.1
LOC106789694	XM_014754134.1
LOC106789695	XM_014754139.1
LOC106789696	XM_014754140.1
LOC106789697	XM_014754146.1
LOC106789698	XM_014754150.1
LOC106789699	XM_014754155.1
LOC106789700	XM_014754158.1
LOC106789701	XM_014754159.1
LOC106789702	XM_014754160.1
LOC106789703	XM_014754161.1
LOC106789704	XM_014754162.1
LOC106789705	XM_014754163.1
LOC106789706	XM_014754167.1
LOC106789707	XM_014754164.1
LOC106789708	XM_014754165.1
LOC106789709	XM_014754166.1
LOC106789710	XM_014754168.1
LOC106789711	XM_014754169.1
LOC106789712	XR_001382021.1
LOC106789713	XM_014754170.1
LOC106789714	XM_014754171.1
LOC106789715	XM_014754172.1
LOC106789716	XM_014754174.1
LOC106789717	XM_014754175.1
LOC106789718	XM_014754176.1
LOC106789719	XM_014754177.1
LOC106789720	XM_014754178.1
LOC106789721	XM_014754179.1
LOC106789722	XM_014754183.1
LOC106789723	XM_014754184.1
LOC106789724	XM_014754186.1
LOC106789725	XM_014754187.1
LOC106789726	XM_014754188.1
LOC106789727	XM_014754189.1
LOC106789728	XR_001382026.1
LOC106789729	XR_001382025.1
LOC106789730	XM_014754190.1
LOC106789731	XM_014754194.1
LOC106789732	XM_014754195.1
LOC106789733	XM_014754197.1
LOC106789734	XM_014754202.1
LOC106789735	XM_014754199.1
LOC106789736	XM_014754201.1
LOC106789737	XM_014754204.1
LOC106789738	XM_014754205.1
LOC106789739	XM_014754207.1
LOC106789740	XM_014754209.1
LOC106789741	XM_014754215.1
LOC106789742	XM_014754212.1
LOC106789743	XM_014754216.1
LOC106789744	XM_014754217.1
LOC106789745	XM_014754218.1
LOC106789746	XM_014754219.1
LOC106789747	XM_014754220.1
LOC106789748	XM_014754221.1
LOC106789749	XM_014754222.1
LOC106789750	XM_014754226.1
LOC106789751	XM_014754224.1
LOC106789752	XM_014754225.1
LOC106789753	XM_014754227.1
LOC106789754	XM_014754228.1
LOC106789755	XM_014754229.1
LOC106789756	XM_014754232.1
LOC106789757	XM_014754233.1
LOC106789758	XM_014754234.1
LOC106789759	XM_014754238.1
LOC106789760	XM_014754236.1
LOC106789761	XR_001382027.1
LOC106789762	XR_001382028.1
LOC106789763	XM_014754239.1
LOC106789764	XM_014754240.1
LOC106789765	XR_001382029.1
LOC106789766	XM_014754241.1
LOC106789767	XM_014754249.1
LOC106789768	XM_014754246.1
LOC106789769	XM_014754247.1
LOC106789770	XM_014754248.1
LOC106789771	XM_014754250.1
LOC106789772	XM_014754253.1
LOC106789773	XR_001382030.1
LOC106789774	XM_014754254.1
LOC106789775	XM_014754255.1
LOC106789776	XM_014754256.1
LOC106789777	XM_014754260.1
LOC106789778	XM_014754258.1
LOC106789779	XM_014754259.1
LOC106789780	XM_014754261.1
LOC106789781	XM_014754263.1
LOC106789782	XM_014754264.1
LOC106789783	XM_014754265.1
LOC106789784	XM_014754266.1
LOC106789785	XM_014754268.1
LOC106789786	XM_014754272.1
LOC106789787	XM_014754269.1
LOC106789788	XM_014754270.1
LOC106789789	XM_014754271.1
LOC106789790	XM_014754315.1
LOC106789791	XM_014754273.1
LOC106789792	XM_014754279.1
LOC106789793	XR_001382031.1
LOC106789794	XR_001382032.1
LOC106789795	XM_014754285.1
LOC106789796	XM_014754286.1
LOC106789797	XR_001382033.1
LOC106789798	XM_014754289.1
LOC106789799	XM_014754298.1
LOC106789800	XM_014754295.1
LOC106789801	XM_014754297.1
LOC106789802	XM_014754299.1
LOC106789803	XM_014754300.1
LOC106789804	XM_014754302.1
LOC106789805	XM_014754303.1
LOC106789806	XM_014754306.1
LOC106789807	XM_014754308.1
LOC106789808	XM_014754309.1
LOC106789809	XM_014754311.1
LOC106789810	XM_014754313.1
LOC106789811	XM_014754319.1
LOC106789812	XM_014754317.1
LOC106789813	XM_014754318.1
LOC106789814	XM_014754320.1
LOC106789815	XM_014754321.1
LOC106789816	XM_014754322.1
LOC106789817	XM_014754323.1
LOC106789818	XM_014754324.1
LOC106789819	XM_014754325.1
LOC106789820	XM_014754326.1
LOC106789821	XM_014754340.1
LOC106789822	XM_014754327.1
LOC106789823	XM_014754329.1
LOC106789824	XM_014754336.1
LOC106789825	XM_014754337.1
LOC106789826	XM_014754338.1
LOC106789827	XM_014754341.1
LOC106789828	XM_014754342.1
LOC106789829	XM_014754343.1
LOC106789830	XM_014754344.1
LOC106789831	XM_014754347.1
LOC106789832	XM_014754348.1
LOC106789833	XM_014754349.1
LOC106789834	XM_014754350.1
LOC106789835	XM_014754351.1
LOC106789836	XM_014754353.1
LOC106789837	XM_014754354.1
LOC106789838	XR_001382035.1
LOC106789839	XM_014754355.1
LOC106789840	XM_014754357.1
LOC106789841	XM_014754358.1
LOC106789842	XM_014754360.1
LOC106789843	XM_014754361.1
LOC106789844	XM_014754363.1
LOC106789845	XM_014754365.1
LOC106789846	XM_014754366.1
LOC106789847	XM_014754368.1
LOC106789848	XM_014754369.1
LOC106789849	XM_014754374.1
LOC106789850	XM_014754371.1
LOC106789851	XM_014754375.1
LOC106789852	XM_014754376.1
LOC106789853	XM_014754377.1
LOC106789854	XM_014754380.1
LOC106789855	XM_014754381.1
LOC106789856	XM_014754385.1
LOC106789857	XM_014754382.1
LOC106789858	XM_014754383.1
LOC106789859	XM_014754384.1
LOC106789860	XM_014754386.1
LOC106789861	XM_014754387.1
LOC106789862	XM_014754388.1
LOC106789863	XM_014754389.1
LOC106789864	XM_014754391.1
LOC106789865	XM_014754392.1
LOC106789866	XM_014754393.1
LOC106789867	XM_014754435.1
LOC106789868	XM_014754396.1
LOC106789869	XR_001382036.1
LOC106789870	XM_014754394.1
LOC106789871	XM_014754395.1
LOC106789872	XM_014754398.1
LOC106789873	XM_014754399.1
LOC106789874	XM_014754400.1
LOC106789875	XM_014754401.1
LOC106789876	XM_014754402.1
LOC106789877	XM_014754404.1
LOC106789878	XM_014754408.1
LOC106789879	XM_014754405.1
LOC106789880	XM_014754407.1
LOC106789881	XM_014754409.1
LOC106789882	XM_014754410.1
LOC106789883	XM_014754412.1
LOC106789884	XM_014754413.1
LOC106789885	XM_014754415.1
LOC106789886	XM_014754421.1
LOC106789887	XM_014754419.1
LOC106789888	XM_014754420.1
LOC106789889	XM_014754430.1
LOC106789890	XM_014754436.1
LOC106789891	XM_014754432.1
LOC106789892	XM_014754433.1
LOC106789893	XM_014754434.1
LOC106789894	XM_014754437.1
LOC106789895	XM_014754438.1
LOC106789896	XM_014754439.1
LOC106789897	XM_014754440.1
LOC106789898	XM_014754442.1
LOC106789899	XM_014754443.1
LOC106789900	XM_014754448.1
LOC106789901	XM_014754444.1
LOC106789902	XM_014754447.1
LOC106789903	XM_014754449.1
LOC106789904	XM_014754450.1
LOC106789905	XM_014754451.1
LOC106789906	XM_014754452.1
LOC106789907	XM_014754454.1
LOC106789908	XM_014754459.1
LOC106789909	XM_014754456.1
LOC106789910	XM_014754457.1
LOC106789911	XM_014754458.1
LOC106789912	XR_001382037.1
LOC106789913	XM_014754460.1
LOC106789914	XM_014754463.1
LOC106789915	XM_014754465.1
LOC106789916	XM_014754466.1
LOC106789917	XM_014754471.1
LOC106789918	XM_014754467.1
LOC106789919	XM_014754468.1
LOC106789920	XM_014754469.1
LOC106789921	XM_014754477.1
LOC106789922	XR_001382040.1
LOC106789923	XM_014754479.1
LOC106789924	XM_014754484.1
LOC106789925	XM_014754485.1
LOC106789926	XM_014754489.1
LOC106789927	XM_014754498.1
LOC106789928	XM_014754494.1
LOC106789929	XM_014754495.1
LOC106789930	XM_014754497.1
LOC106789931	XM_014754501.1
LOC106789932	XM_014754502.1
LOC106789933	XM_014754504.1
LOC106789934	XM_014754506.1
LOC106789935	XM_014754511.1
LOC106789936	XM_014754508.1
LOC106789937	XM_014754509.1
LOC106789938	XM_014754512.1
LOC106789939	XM_014754514.1
LOC106789940	XM_014754516.1
LOC106789941	XM_014754517.1
LOC106789942	XM_014754520.1
LOC106789943	XM_014754524.1
LOC106789944	XM_014754522.1
LOC106789945	XM_014754525.1
LOC106789946	XM_014754526.1
LOC106789947	XM_014754529.1
LOC106789948	XR_001382044.1
LOC106789949	XR_001382045.1
LOC106789950	XM_014754530.1
LOC106789951	XM_014754533.1
LOC106789952	XM_014754531.1
LOC106789953	XM_014754532.1
LOC106789954	XM_014754534.1
LOC106789955	XM_014754536.1
LOC106789956	XM_014754537.1
LOC106789957	XM_014754546.1
LOC106789958	XM_014754543.1
LOC106789959	XM_014754544.1
LOC106789960	XM_014754545.1
LOC106789961	XM_014754547.1
LOC106789962	XM_014754550.1
LOC106789963	XM_014754551.1
LOC106789964	XM_014754552.1
LOC106789965	XM_014754557.1
LOC106789966	XM_014754555.1
LOC106789967	XR_001382046.1
LOC106789968	XR_001382047.1
LOC106789969	XM_014754556.1
LOC106789970	XM_014754558.1
LOC106789971	XM_014754561.1
LOC106789972	XM_014754563.1
LOC106789973	XM_014754564.1
LOC106789974	XM_014754570.1
LOC106789975	XM_014754567.1
LOC106789976	XM_014754571.1
LOC106789977	XM_014754572.1
LOC106789978	XR_001382048.1
LOC106789979	XM_014754573.1
LOC106789980	XM_014754582.1
LOC106789981	XM_014754579.1
LOC106789982	XM_014754580.1
LOC106789983	XM_014754581.1
LOC106789984	XM_014754583.1
LOC106789985	XM_014754585.1
LOC106789986	XM_014754586.1
LOC106789987	XM_014754588.1
LOC106789988	XM_014754594.1
LOC106789989	XM_014754592.1
LOC106789990	XM_014754593.1
LOC106789991	XM_014754595.1
LOC106789992	XM_014754596.1
LOC106789993	XM_014754641.1
LOC106789994	XM_014754597.1
LOC106789995	XM_014754605.1
LOC106789996	XM_014754607.1
LOC106789997	XM_014754612.1
LOC106789998	XM_014754613.1
LOC106789999	XM_014754614.1
LOC106790000	XM_014754616.1
LOC106790001	XM_014754617.1
LOC106790002	XM_014754621.1
LOC106790003	XM_014754623.1
LOC106790004	XM_014754624.1
LOC106790005	XM_014754625.1
LOC106790006	XM_014754627.1
LOC106790007	XM_014754629.1
LOC106790008	XM_014754630.1
LOC106790009	XM_014754632.1
LOC106790010	XM_014754634.1
LOC106790011	XM_014754635.1
LOC106790012	XM_014754637.1
LOC106790013	XM_014754638.1
LOC106790014	XM_014754639.1
LOC106790015	XM_014754646.1
LOC106790016	XM_014754649.1
LOC106790017	XM_014754651.1
LOC106790018	XM_014754652.1
LOC106790019	XM_014754660.1
LOC106790020	XM_014754657.1
LOC106790021	XM_014754658.1
LOC106790022	XM_014754661.1
LOC106790023	XM_014754662.1
LOC106790024	XR_001382050.1
LOC106790025	XM_014754664.1
LOC106790026	XM_014754665.1
LOC106790027	XM_014754666.1
LOC106790028	XM_014754671.1
LOC106790029	XM_014754667.1
LOC106790030	XM_014754669.1
LOC106790031	XM_014754670.1
LOC106790032	XM_014754672.1
LOC106790033	XM_014754673.1
LOC106790034	XM_014754674.1
LOC106790035	XM_014754675.1
LOC106790036	XM_014754677.1
LOC106790037	XM_014754682.1
LOC106790038	XM_014754678.1
LOC106790039	XM_014754680.1
LOC106790040	XM_014754683.1
LOC106790041	XM_014754684.1
LOC106790042	XM_014754685.1
LOC106790043	XM_014754686.1
LOC106790044	XM_014754695.1
LOC106790045	XM_014754693.1
LOC106790046	XM_014754696.1
LOC106790047	XM_014754698.1
LOC106790048	XM_014754699.1
LOC106790049	XM_014754700.1
LOC106790050	XM_014754703.1
LOC106790051	XM_014754709.1
LOC106790052	XM_014754710.1
LOC106790053	XM_014754716.1
LOC106790054	XM_014754720.1
LOC106790055	XM_014754722.1
LOC106790056	XM_014754723.1
LOC106790057	XM_014754724.1
LOC106790058	XM_014754730.1
LOC106790059	XM_014754731.1
LOC106790060	XM_014754733.1
LOC106790061	XM_014754734.1
LOC106790062	XM_014754735.1
LOC106790063	XM_014754736.1
LOC106790064	XM_014754738.1
LOC106790065	XM_014754739.1
LOC106790066	XM_014754740.1
LOC106790067	XM_014754741.1
LOC106790068	XM_014754742.1
LOC106790069	XM_014754743.1
LOC106790070	XM_014754744.1
LOC106790071	XM_014754748.1
LOC106790072	XM_014754746.1
LOC106790073	XM_014754747.1
LOC106790074	XM_014754749.1
LOC106790075	XM_014754750.1
LOC106790076	XM_014754752.1
LOC106790077	XM_014754753.1
LOC106790078	XR_001382051.1
LOC106790079	XM_014754754.1
LOC106790080	XM_014754755.1
LOC106790081	XM_014754759.1
LOC106790082	XM_014754756.1
LOC106790083	XM_014754757.1
LOC106790084	XM_014754758.1
LOC106790085	XM_014754760.1
LOC106790086	XM_014754761.1
LOC106790087	XM_014754765.1
LOC106790088	XM_014754773.1
LOC106790089	XM_014754774.1
LOC106790090	XR_001382052.1
LOC106790091	XM_014754777.1
LOC106790092	XM_014754779.1
LOC106790093	XM_014754783.1
LOC106790094	XM_014754787.1
LOC106790095	XM_014754788.1
LOC106790096	XM_014754789.1
LOC106790097	XM_014754790.1
LOC106790098	XM_014754792.1
LOC106790099	XM_014754793.1
LOC106790100	XM_014754794.1
LOC106790101	XM_014754795.1
LOC106790102	XM_014754796.1
LOC106790103	XM_014754802.1
LOC106790104	XM_014754804.1
LOC106790105	XM_014754805.1
LOC106790106	XM_014754806.1
LOC106790107	XM_014754809.1
LOC106790108	XM_014754808.1
LOC106790109	XM_014754810.1
LOC106790110	XM_014754851.1
LOC106790111	XM_014754811.1
LOC106790112	XM_014754812.1
LOC106790113	XM_014754813.1
LOC106790114	XM_014754814.1
LOC106790115	XM_014754816.1
LOC106790116	XM_014754818.1
LOC106790117	XM_014754819.1
LOC106790119	XM_014754820.1
LOC106790120	XM_014754827.1
LOC106790121	XM_014754824.1
LOC106790122	XM_014754825.1
LOC106790123	XM_014754828.1
LOC106790124	XM_014754830.1
LOC106790125	XR_001382053.1
LOC106790126	XM_014754831.1
LOC106790127	XM_014754840.1
LOC106790128	XM_014754842.1
LOC106790129	XM_014754846.1
LOC106790130	XM_014754864.1
LOC106790131	XM_014754857.1
LOC106790132	XM_014754858.1
LOC106790133	XM_014754859.1
LOC106790134	XM_014754860.1
LOC106790135	XM_014754861.1
LOC106790136	XM_014754862.1
LOC106790137	XM_014754863.1
LOC106790138	XM_014754865.1
LOC106790139	XM_014754866.1
LOC106790140	XM_014754868.1
LOC106790141	XM_014754869.1
LOC106790142	XM_014754870.1
LOC106790143	XM_014754875.1
LOC106790144	XM_014754871.1
LOC106790145	XM_014754874.1
LOC106790146	XM_014754876.1
LOC106790147	XM_014754877.1
LOC106790148	XM_014754878.1
LOC106790149	XM_014754880.1
LOC106790150	XM_014754881.1
LOC106790151	XM_014754882.1
LOC106790152	XM_014754886.1
LOC106790153	XM_014754885.1
LOC106790154	XM_014754888.1
LOC106790155	XM_014754889.1
LOC106790156	XM_014754890.1
LOC106790157	XM_014754891.1
LOC106790158	XM_014754892.1
LOC106790159	XR_001382058.1
LOC106790160	XM_014754896.1
LOC106790161	XM_014754893.1
LOC106790162	XM_014754894.1
LOC106790163	XM_014754895.1
LOC106790164	XM_014754897.1
LOC106790165	XR_001382059.1
LOC106790166	XM_014754898.1
LOC106790167	XM_014754902.1
LOC106790168	XM_014754903.1
LOC106790169	XM_014754907.1
LOC106790170	XM_014754904.1
LOC106790171	XM_014754906.1
LOC106790172	XM_014754908.1
LOC106790173	XM_014754909.1
LOC106790174	XM_014754912.1
LOC106790175	XM_014754913.1
LOC106790176	XM_014754920.1
LOC106790177	XM_014754917.1
LOC106790178	XM_014754919.1
LOC106790179	XM_014754921.1
LOC106790182	XM_014754922.1
LOC106790183	XM_014754923.1
LOC106790184	XR_001382060.1
LOC106790185	XM_014754924.1
LOC106790186	XM_014754925.1
LOC106790187	XM_014754964.1
LOC106790188	XM_014754927.1
LOC106790189	XM_014754926.1
LOC106790190	XR_001382061.1
LOC106790191	XM_014754928.1
LOC106790192	XM_014754929.1
LOC106790193	XM_014754934.1
LOC106790194	XM_014754935.1
LOC106790195	XM_014754940.1
LOC106790196	XM_014754936.1
LOC106790197	XM_014754938.1
LOC106790198	XM_014754942.1
LOC106790199	XM_014754943.1
LOC106790200	XM_014754944.1
LOC106790201	XM_014754945.1
LOC106790202	XM_014754947.1
LOC106790203	XM_014754960.1
LOC106790204	XM_014754949.1
LOC106790205	XM_014754950.1
LOC106790206	XM_014754953.1
LOC106790207	XM_014754954.1
LOC106790208	XM_014754955.1
LOC106790209	XM_014754956.1
LOC106790210	XM_014754958.1
LOC106790211	XM_014754961.1
LOC106790212	XM_014754962.1
LOC106790213	XM_014754963.1
LOC106790214	XM_014754965.1
LOC106790215	XM_014754966.1
LOC106790216	XM_014754967.1
LOC106790217	XM_014754968.1
LOC106790218	XM_014754972.1
LOC106790219	XM_014754970.1
LOC106790220	XM_014754971.1
LOC106790221	XM_014754973.1
LOC106790222	XM_014754975.1
LOC106790223	XM_014754976.1
LOC106790224	XR_001382063.1
LOC106790225	XM_014754977.1
LOC106790226	XM_014754985.1
LOC106790227	XM_014754984.1
LOC106790228	XM_014754986.1
LOC106790229	XM_014754989.1
LOC106790230	XM_014754992.1
LOC106790231	XM_014754993.1
LOC106790232	XM_014755006.1
LOC106790233	XR_001382064.1
LOC106790234	XM_014754994.1
LOC106790235	XM_014754998.1
LOC106790236	XM_014754999.1
LOC106790237	XM_014755003.1
LOC106790238	XM_014755004.1
LOC106790239	XM_014759095.1
LOC106790240	XM_014755425.1
LOC106790241	XM_014755007.1
LOC106790242	XM_014755008.1
LOC106790243	XM_014755009.1
LOC106790244	XM_014755012.1
LOC106790245	XM_014755013.1
LOC106790246	XM_014755014.1
