Orthogroup	Acep	Amel	Bter	Caus	Hlab	Pcan	Sinv	Vcra
OG0005936	XM_012202875.1, XM_012202886.1						XM_011176944.3, XR_003269142.2	
OG0005937	XM_012202903.1			Caust.v2_002371-RC, Caust.v2_002372-RA			XM_039448776.1	
OG0005938	XM_012202943.1						XM_011167631.3, XM_039455149.1, XR_851249.3	
OG0005939	XM_012203039.1	XM_006562724.2	XM_048405580.1		XM_017940746.1			
OG0005940	XM_012203071.1					XM_014760825.1	XM_011172030.3	XM_046964804.1
OG0005941	XM_012203099.1, XM_012203143.1						XM_011169879.3, XM_039456913.1	
OG0005942	XM_012203118.1	XM_016917348.2	XM_003398598.4		XM_017940213.1			
OG0005943	XM_012203156.1					XM_014747603.1	XM_039449201.1	XM_046958894.1
OG0005944	XM_012203176.1						XM_039445908.1, XM_039449356.1, XR_005575568.1	
OG0005945	XM_012203183.1, XM_012203184.1, XM_012203185.1						XM_026138517.2	
OG0005946	XM_012203197.1, XM_012203198.1						XM_011158891.3, XM_011158892.3	
OG0005947	XM_012203211.1, XM_012203212.1						XM_011158927.3, XM_011158928.3	
OG0005948	XM_012203403.1, XM_012203405.1, XM_012203406.1						XM_011161894.3	
OG0005949	XM_012203435.1					XM_014753438.1	XM_011169454.3	XM_046973846.1
OG0005950	XM_012203441.1					XM_014745964.1	XM_011169462.3	XM_046974240.1
OG0005951	XM_012203510.1	XR_001705294.2, XR_407815.3	XR_001099380.3					
OG0005952	XM_012203519.1	XM_016916875.2, XM_026445510.1					XR_005574508.1	
OG0005953	XM_012203528.1						XM_039446446.1, XM_039448278.1, XM_039459249.1	
OG0005954	XM_012203559.1					XM_014743611.1	XM_026133140.2	XM_046976849.1
OG0005955	XM_012203601.1					XM_014743865.1	XM_011165804.3	XM_046963482.1
OG0005956	XM_012203616.1, XM_012206756.1						XM_011165777.3, XM_039458120.1	
OG0005957	XM_012203681.1, XM_012208675.1						XM_039451289.1, XM_039459380.1	
OG0005958	XM_012203683.1					XM_014745926.1	XM_011167828.3	XM_046976757.1
OG0005959	XM_012203714.1					XM_014748086.1	XM_011168365.3	XM_046966280.1
OG0005960	XM_012203745.1					XM_014751198.1	XM_011169692.3	XM_046957440.1
OG0005961	XM_012203748.1					XM_014755811.1	XM_039455254.1	XM_046969479.1
OG0005962	XM_012203752.1, XM_012203754.1, XM_012203755.1, XM_012208041.1							
OG0005963	XM_012203764.1						XM_026138822.2, XM_039455179.1, XR_005575922.1	
OG0005964	XM_012203791.1						XM_026139171.2, XM_039453627.1, XM_039456066.1	
OG0005965	XM_012203838.1					XM_014748918.1	XM_011174471.3	XM_046979900.1
OG0005966	XM_012203854.1		XM_003398498.4	Caust.v2_005014-RB			XM_011172977.3	
OG0005967	XM_012203864.1	XM_026443037.1	XM_048408730.1		XM_017936279.1			
OG0005968	XM_012203891.1					XM_014761471.1	XM_011177841.3	XM_046982440.1
OG0005969	XM_012203895.1					XM_014745928.1	XM_039452222.1	XM_046976882.1
OG0005970	XM_012203907.1	XR_408567.3					XM_039452903.1	XR_006943459.1
OG0005971	XM_012203908.1					XM_014757712.1	XM_011177873.3	XM_046978748.1
OG0005972	XM_012203963.1						XM_011171594.3, XM_026135874.2, XM_039447919.1	
OG0005973	XM_012203970.1					XM_014744684.1	XM_011161292.3	XM_046961041.1
OG0005974	XM_012203988.1					XM_014758796.1	XM_011161171.3	XM_046965622.1
OG0005975	XM_012203995.1					XM_014755645.1, XR_001382099.1		XM_046966780.1
OG0005976	XM_012204100.1					XM_014753393.1	NM_001304605.1	XM_046967197.1
OG0005977	XM_012204107.1, XM_012204194.1, XM_012206560.1, XM_012206783.1							
OG0005978	XM_012204114.1	XM_006559564.3	XM_003401832.4				XM_011166591.3	
OG0005979	XM_012204162.1		XM_003402172.4, XM_012318279.3		XM_017942908.1			
OG0005980	XM_012204207.1						XM_026133924.2, XR_005574437.1, XR_005574438.1	
OG0005981	XM_012204218.1	XM_006563124.3	XM_003399618.4				XM_011163519.3	
OG0005982	XM_012204224.1					XM_014751143.1	XM_039453342.1	XM_046972375.1
OG0005983	XM_012204244.1					XM_014757584.1	XM_039453560.1	XM_046979449.1
OG0005984	XM_012204300.1					XM_014747790.1	XM_011166697.3	XM_046965577.1
OG0005985	XM_012204380.1					XM_014758430.1	XM_011164509.3	XM_046969681.1
OG0005986	XM_012204415.1			Caust.v2_002701-RA	XM_017932629.1		XM_011170413.3	
OG0005987	XM_012204445.1						XM_039446626.1, XM_039446669.1, XM_039456587.1	
OG0005988	XM_012204455.1					XM_014752641.1	XM_011170476.3	XM_046981611.1
OG0005989	XM_012204503.1					XM_014746850.1	XM_011162752.3	XM_046969937.1
OG0005990	XM_012204568.1					XM_014754107.1	XM_039454588.1	XM_046976372.1
OG0005991	XM_012204601.1	XM_392607.7	XM_003397217.4		XM_017934540.1			
OG0005992	XM_012204643.1, XM_012204645.1						XM_011163784.3, XM_011163785.3	
OG0005993	XM_012204701.1					XM_014760760.1	XM_011162893.3	XM_046964516.1
OG0005994	XM_012204754.1			Caust.v2_007616-RA	XM_017941819.1		XM_039456708.1	
OG0005995	XM_012204758.1					XM_014745527.1	XM_039456536.1	XM_046957614.1
OG0005996	XM_012204775.1					XM_014744491.1	XM_026131280.2	XM_046980577.1
OG0005997	XM_012204791.1						XM_011163525.3, XM_039447294.1, XR_005574255.1	
OG0005998	XM_012204793.1					XM_014755717.1	XM_011163515.3	XM_046978305.1
OG0005999	XM_012204865.1						XM_011157632.3, XM_026138588.2, XM_039450419.1	
OG0006000	XM_012204908.1					XM_014748538.1	XM_039452273.1	XM_046965734.1
OG0006001	XM_012204937.1, XM_012204938.1						XM_039451844.1, XR_005575229.1	
OG0006002	XM_012204969.1		XM_012314730.3	Caust.v2_013985-RA			XM_011157433.3	
OG0006003	XM_012204976.1	XM_026445917.1			XM_017942807.1		XM_039458092.1	
OG0006004	XM_012204988.1	XM_392816.7	XM_003393405.4				XM_039446010.1	
OG0006005	XM_012204989.1					XM_014750275.1	XM_026138290.2	XM_046961042.1
OG0006006	XM_012204998.1						XM_011170856.3, XM_026134829.2, XR_005576211.1	
OG0006007	XM_012205010.1					XM_014744360.1	XM_026137008.2	XM_046959469.1
OG0006008	XM_012205017.1		XM_012314215.3		XM_017937982.1		XM_011159237.3	
OG0006009	XM_012205050.1					XM_014742238.1	XM_011167156.3	XM_046957948.1
OG0006010	XM_012205119.1					XM_014752787.1	XM_026131886.2	XM_046977848.1
OG0006011	XM_012205132.1, XM_012205134.1						XM_039449780.1, XM_039449787.1	
OG0006012	XM_012205137.1, XM_012206847.1					XM_014757310.1	XM_011175187.3	
OG0006013	XM_012205169.1			Caust.v2_004972-RA, Caust.v2_004973-RA			XM_026139775.2	
OG0006014	XM_012205180.1					XM_014751547.1	XM_011173918.3	XM_046982953.1
OG0006015	XM_012205203.1					XM_014747817.1	XM_011162860.3	XM_046957926.1
OG0006016	XM_012205358.1					XM_014754956.1	XM_011162221.3	XM_046974183.1
OG0006017	XM_012205366.1, XM_012206542.1						XM_011162245.3	XM_046965608.1
OG0006018	XM_012205556.1						XM_011162971.3, XM_039453256.1, XR_005576541.1	
OG0006019	XM_012205584.1					XM_014754877.1	XM_011158214.3	XM_046980563.1
OG0006020	XM_012205588.1					XM_014751857.1	XM_026135579.2	XM_046957816.1
OG0006021	XM_012205606.1						XM_026132065.2, XM_026135607.2, XR_005575095.1	
OG0006022	XM_012205635.1, XM_012205637.1		XM_012315761.3				XM_039445797.1	
OG0006023	XM_012205654.1					XM_014742866.1	XM_039445888.1	XM_046971903.1
OG0006024	XM_012205674.1					XM_014760430.1	XM_026131102.2	XM_046964014.1
OG0006025	XM_012205692.1					XM_014749637.1	XM_011158420.3	XM_046978286.1
OG0006026	XM_012205707.1						XM_011169578.3, XM_039453608.1, XM_039458199.1	
OG0006027	XM_012205719.1					XM_014747538.1	XM_039458861.1	XM_046973921.1
OG0006028	XM_012205753.1	XM_624351.6	XM_003401169.3				XM_011166991.3	
OG0006029	XM_012205762.1						XM_039448473.1, XM_039453738.1, XR_005575251.1	
OG0006030	XM_012205771.1					XM_014753116.1	XM_039450504.1	XM_046980323.1
OG0006031	XM_012205781.1, XM_012206566.1, XM_012206584.1						XM_011172690.3	
OG0006032	XM_012205801.1					XM_014750979.1	XM_011163977.3	XM_046967080.1
OG0006033	XM_012205825.1					XM_014748396.1	XM_011163765.3	XM_046963658.1
OG0006034	XM_012205827.1					XM_014757480.1	XM_011163770.3	XM_046975963.1
OG0006035	XM_012205867.1	XM_396009.7			XM_017937425.1		XM_011176979.3	
OG0006036	XM_012205870.1			Caust.v2_006708-RA	XM_017941219.1		XM_026141402.1	
OG0006037	XM_012205881.1	XM_003250519.4	XM_003398697.4				XM_011160084.3	
OG0006038	XM_012205974.1					XM_014752575.1	XM_011177284.3	XM_046964805.1
OG0006039	XM_012206023.1	XM_026441126.1	XM_012307720.3		XM_017940644.1			
OG0006040	XM_012206064.1			Caust.v2_015117-RA		XM_014742610.1		XM_046969566.1
OG0006041	XM_012206067.1, XM_012206068.1						XM_011173123.3, XM_026134790.2	
OG0006042	XM_012206082.1					XM_014749999.1	XM_011173530.3	XM_046973111.1
OG0006043	XM_012206107.1					XM_014749543.1	XM_026135504.2	XM_046975360.1
OG0006044	XM_012206131.1					XM_014748007.1	XM_011171094.3	XM_046973350.1
OG0006045	XM_012206137.1					XM_014754693.1	XM_011166346.3	XM_046958947.1
OG0006046	XM_012206147.1					XM_014753161.1	XM_011166329.3	XM_046979868.1
OG0006047	XM_012206171.1					XM_014753392.1	XM_011167052.3	XM_046967073.1
OG0006048	XM_012206204.1					XM_014755101.1	XM_039449045.1	XM_046977428.1
OG0006049	XM_012206210.1					XM_014754524.1	XM_039447632.1	XM_046966196.1
OG0006050	XM_012206214.1					XM_014760605.1	XM_011172675.3	XM_046972011.1
OG0006051	XM_012206216.1					XM_014760652.1	XM_039450272.1	XM_046964244.1
OG0006052	XM_012206218.1					XM_014760802.1	XM_011172682.3	XM_046963957.1
OG0006053	XM_012206236.1					XM_014749034.1	XM_026133524.2	XM_046976997.1
OG0006054	XM_012206238.1					XM_014754188.1	XM_039451357.1	XM_046956899.1
OG0006055	XM_012206257.1					XM_014742479.1	XM_011171121.3	XM_046967831.1
OG0006056	XM_012206271.1					XM_014756997.1	XM_011175944.2	XM_046957470.1
OG0006057	XM_012206296.1					XM_014750699.1	XM_011162679.3	XM_046973641.1
OG0006058	XM_012206326.1	XM_395689.7	XM_048404459.1		XM_017934614.1			
OG0006059	XM_012206327.1					XM_014756364.1	XM_011161737.3	XM_046962337.1
OG0006060	XM_012206333.1						XM_011161732.3, XM_011161733.3, XM_011174478.3	
OG0006061	XM_012206352.1					XM_014744726.1	XM_026133911.2	XM_046961180.1
OG0006062	XM_012206357.1					XM_014760024.1	XM_026132157.2	XM_046960897.1
OG0006063	XM_012206397.1	XM_006562100.3	XM_003395345.4, XM_048407042.1					
OG0006064	XM_012206399.1					XM_014753708.1	XM_011157657.3	XM_046975266.1
OG0006065	XM_012206405.1					XM_014750034.1	XM_026131326.2	XM_046961488.1
OG0006066	XM_012206496.1					XM_014743409.1	XM_011165945.3	XM_046973320.1
OG0006067	XM_012206550.1		XM_003402729.4		XM_017937723.1		XM_011165934.3	
OG0006068	XM_012206557.1						XM_039454134.1, XR_005576329.1, XR_005576694.1	
OG0006069	XM_012206559.1					XM_014759559.1	XM_011177211.3	XM_046969312.1
OG0006070	XM_012206622.1					XM_014757643.1	XM_039451741.1	XM_046977446.1
OG0006071	XM_012206636.1	XM_395329.4	XM_012313878.3		XM_017937843.1			
OG0006072	XM_012206649.1						XM_011166691.3, XM_026138844.2, XM_039451450.1	
OG0006073	XM_012206658.1, XM_012209152.1						NM_001304582.1, XM_011159848.3	
OG0006074	XM_012206664.1					XM_014754204.1	XM_011159186.3	XM_046982358.1
OG0006075	XM_012206735.1					XM_014751543.1	XM_011177538.3	XM_046961297.1
OG0006076	XM_012206755.1						XM_011176205.3, XM_026131486.2, XR_005576491.1	
OG0006077	XM_012206865.1						XM_039452815.1, XM_039453098.1, XR_005575472.1	
OG0006078	XM_012206880.1						XM_011163130.3, XM_026130108.2, XM_039455004.1	
OG0006079	XM_012206888.1	XM_006557503.3	XM_012309534.3				XM_011168421.3	
OG0006080	XM_012206892.1					XM_014743176.1	XM_011168422.3	XM_046963645.1
OG0006081	XM_012206910.1					XM_014757098.1	XM_039459709.1	XM_046975641.1
OG0006082	XM_012206915.1					XM_014759976.1	XM_011168480.3	XM_046961429.1
OG0006083	XM_012206926.1					XM_014749843.1	XM_011168506.3	XM_046967560.1
OG0006084	XM_012206942.1					XM_014761367.1	XM_011175060.3	XM_046982839.1
OG0006085	XM_012206962.1					XM_014750809.1	XM_011175331.2	XM_046971744.1
OG0006086	XM_012206992.1						XM_011169335.3, XM_039447875.1, XR_005575184.1	
OG0006087	XM_012207012.1					XM_014748760.1	XM_011161238.3	XM_046964190.1
OG0006088	XM_012207029.1						XM_011175189.2, XM_039457384.1, XM_039458501.1	
OG0006089	XM_012207101.1					XM_014748858.1	XM_026130139.2	XM_046979738.1
OG0006090	XM_012207151.1	XM_001120941.5	XM_003393314.4		XM_017936999.1			
OG0006091	XM_012207183.1			Caust.v2_015853-RA			XM_011159739.3, XR_005576569.1	
OG0006092	XM_012207192.1					XM_014754224.1	XM_011175360.3	XM_046981956.1
OG0006093	XM_012207208.1			Caust.v2_007909-RA	XM_017942801.1		XM_011165296.3	
OG0006094	XM_012207227.1					XM_014747086.1	XM_026131499.2	XM_046959345.1
OG0006095	XM_012207243.1					XM_014745940.1	XM_026136289.2	XM_046976803.1
OG0006096	XM_012207278.1					XM_014760925.1	XM_011159547.3	XM_046959193.1
OG0006097	XM_012207290.1, XM_012207292.1						XM_026132620.2, XM_026137651.2	
OG0006098	XM_012207299.1					XM_014760957.1	XM_026131481.2	XM_046959378.1
OG0006099	XM_012207330.1					XM_014757876.1	XM_011177053.3	XM_046971782.1
OG0006100	XM_012207347.1					XM_014743903.1	XM_011163117.3	XM_046971141.1
OG0006101	XM_012207374.1			Caust.v2_016614-RA, Caust.v2_016616-RA			XM_026136815.2	
OG0006102	XM_012207377.1						XM_011162584.3, XM_011167223.3, XM_026136818.2	
OG0006103	XM_012207431.1					XM_014743555.1	XM_011165305.2	XM_046982156.1
OG0006104	XM_012207445.1	XM_026440010.1	XR_001099578.3		XM_017936482.1			
OG0006105	XM_012207488.1					XM_014758114.1	XM_026137135.2	XM_046972145.1
OG0006106	XM_012207502.1, XM_012207503.1						XM_039449247.1, XM_039450038.1	
OG0006107	XM_012207505.1					XM_014744721.1	XM_026138222.2	XM_046962117.1
OG0006108	XM_012207514.1					XM_014743512.1	XM_026136819.2	XM_046957907.1
OG0006109	XM_012207523.1, XM_012207524.1, XM_012207525.1, XM_012207801.1							
OG0006110	XM_012207540.1, XM_012207568.1						XM_011160499.3, XM_039449652.1	
OG0006111	XM_012207542.1					XM_014747609.1	XM_011157459.3	XM_046961161.1
OG0006112	XM_012207595.1, XM_012207606.1						XM_011157451.3, XM_026138219.2	
OG0006113	XM_012207602.1, XM_012207603.1						XM_011160712.3, XM_011160713.3	
OG0006114	XM_012207635.1		XM_012319867.3, XM_048411158.1				XM_011160404.3	
OG0006115	XM_012207637.1					XM_014750704.1	XM_011164290.3	XM_046973885.1
OG0006116	XM_012207647.1					XM_014750738.1	XM_011164309.3	XM_046973658.1
OG0006117	XM_012207649.1			Caust.v2_001464-RA			XM_039454646.1, XM_039454649.1	
OG0006118	XM_012207652.1					XM_014758135.1	XM_011164314.3	XM_046979027.1
OG0006119	XM_012207657.1					XM_014758313.1	XM_011164339.3	XM_046981942.1
OG0006120	XM_012207658.1, XM_012207659.1						XM_011164337.3, XM_011164338.3	
OG0006121	XM_012207697.1					XM_014747870.1	XM_011163608.3	XM_046972839.1
OG0006122	XM_012207765.1					XM_014755030.1	XM_039454067.1	XM_046960934.1
OG0006123	XM_012207802.1					XM_014744592.1	XM_011176888.3	XM_046963012.1
OG0006124	XM_012207824.1						XM_026130913.2, XM_039448927.1, XM_039448931.1	
OG0006125	XM_012207827.1, XM_012207828.1, XM_012207829.1, XM_012207830.1							
OG0006126	XM_012207836.1						XM_011160721.3, XM_039448934.1, XM_039449260.1	
OG0006127	XM_012207904.1	XM_026442787.1			XM_017931879.1		XM_026136466.2	
OG0006128	XM_012207917.1			Caust.v2_014270-RA	XM_017939288.1		XM_011171829.3	
OG0006129	XM_012207932.1					XM_014761116.1	XM_011164373.3	XM_046969356.1
OG0006130	XM_012207951.1					XM_014742661.1	XM_011173925.3	XM_046971630.1
OG0006131	XM_012207958.1	XM_001119966.5		Caust.v2_012377-RA	XM_017943780.1			
OG0006132	XM_012207959.1					XM_014752719.1	XM_011167269.3	XM_046959919.1
OG0006133	XM_012207965.1					XM_014757561.1	XM_026130348.2	XM_046973969.1
OG0006134	XM_012207966.1					XM_014757559.1	XM_011167263.3	XM_046974004.1
OG0006135	XM_012207994.1, XR_001046530.1						XM_011171821.3, XM_026133740.2	
OG0006136	XM_012208003.1					XM_014747584.1	XM_011167697.3	XM_046966647.1
OG0006137	XM_012208021.1, XR_001046531.1						XM_011171424.3, XM_026136744.2	
OG0006138	XM_012208096.1						XM_011167706.3, XM_026132551.2, XM_039454905.1	
OG0006139	XM_012208139.1			Caust.v2_009273-RA	XM_017936387.1		XM_011167755.3	
OG0006140	XM_012208142.1						XM_011167124.3, XM_011174963.3, XM_039449944.1	
OG0006141	XM_012208290.1					XM_014746436.1	NM_001304587.1	XM_046962937.1
OG0006142	XM_012208299.1						XM_026131151.2, XM_039458624.1, XM_039458636.1	
OG0006143	XM_012208301.1, XM_012208302.1, XM_012208303.1, XM_012208305.1							
OG0006144	XM_012208330.1					XM_014754597.1	XM_011170358.3	XM_046969611.1
OG0006145	XM_012208334.1					XM_014759851.1	XM_011170354.3	XM_046961019.1
OG0006146	XM_012208335.1					XM_014760110.1	XM_011170353.3	XM_046961793.1
OG0006147	XM_012208369.1					XM_014742493.1	XM_011170284.3	XM_046966922.1
OG0006148	XM_012208380.1					XM_014753986.1	XM_011170261.3	XM_046966313.1
OG0006149	XM_012208382.1					XM_014753712.1	XM_039452824.1	XM_046975026.1
OG0006150	XM_012208389.1					XM_014747445.1	XM_039452831.1	XM_046975136.1
OG0006151	XM_012208399.1			Caust.v2_011523-RA			XM_011160623.3, XM_011172385.3	
OG0006152	XM_012208404.1					XM_014761459.1	XM_011170239.3	XM_046982451.1
OG0006153	XM_012208441.1					XM_014751087.1	XM_011165516.3	XM_046969911.1
OG0006154	XM_012208457.1						XM_011175010.3, XM_039447996.1, XM_039450227.1	
OG0006155	XM_012208479.1					XM_014754179.1	XM_011160631.3	XM_046961211.1
OG0006156	XM_012208518.1					XM_014754134.1	XM_039446167.1	XM_046975993.1
OG0006157	XM_012208552.1			Caust.v2_011005-RA	XM_017940430.1			XM_046958272.1
OG0006158	XM_012208554.1					XM_014761197.1	XM_011177759.3	XM_046958610.1
OG0006159	XM_012208571.1						XM_039447614.1, XM_039459606.1, XR_003269628.2	
OG0006160	XM_012208581.1					XM_014752170.1	XM_011160395.3	XM_046971076.1
OG0006161	XM_012208598.1			Caust.v2_007837-RA, Caust.v2_007838-RA			XM_011160644.3	
OG0006162	XM_012208599.1					XM_014750272.1	XM_011170331.3	XM_046960820.1
OG0006163	XM_012208645.1						XM_011165441.3, XM_039454762.1, XR_003268657.2	
OG0006164	XM_012208671.1					XM_014755434.1	XM_026139246.2	XM_046979549.1
OG0006165	XM_012208677.1						XM_011174728.3, XR_003269575.2, XR_005576667.1	
OG0006166	XM_012208678.1	XM_003250668.4	XM_003400356.4		XM_017943206.1			
OG0006167	XM_012208693.1					XM_014752304.1	XM_011172109.3	XM_046968048.1
OG0006168	XM_012208699.1					XM_014743148.1	XM_026140284.2	XM_046963514.1
OG0006169	XM_012208736.1					XM_014751994.1	XM_011162674.3	XM_046957949.1
OG0006170	XM_012208749.1, XM_012208782.1, XM_012208783.1			Caust.v2_010347-RA				
OG0006171	XM_012208807.1					XM_014754917.1	XM_039450952.1	XM_046970376.1
OG0006172	XM_012208852.1					XM_014750641.1	XM_011174604.3	XM_046972872.1
OG0006173	XM_012208886.1					XM_014747778.1	XM_011171989.3	XM_046966731.1
OG0006174	XM_012208901.1, XM_012208902.1, XM_012208909.1, XM_012208910.1							
OG0006175	XM_012208952.1					XM_014745442.1	XM_011169524.3	XM_046974401.1
OG0006176	XM_012208963.1					XM_014755482.1	XM_026134140.2	XM_046958021.1
OG0006177	XM_012208969.1						XM_011158634.3, XM_011177818.3, XR_003268457.2	
OG0006178	XM_012208976.1					XM_014752774.1	XM_026134191.2	XM_046977945.1
OG0006179	XM_012209044.1					XM_014754256.1	XM_039445991.1	XM_046961138.1
OG0006180	XM_012209046.1					XM_014757213.1	XM_011159820.3, XM_026131279.2	
OG0006181	XM_012209047.1					XM_014754543.1	XM_011159825.3	XM_046964176.1
OG0006182	XM_012209064.1					XM_014747754.1	XM_011166934.3	XM_046969368.1
OG0006183	XM_012209070.1					XM_014753706.1	XM_011169036.3	XM_046975262.1
OG0006184	XM_012209075.1					XM_014753328.1	XM_011169044.3	XM_046976868.1
OG0006185	XM_012209113.1					XM_014751651.1	XM_011172630.3	XM_046982927.1
OG0006186	XM_012209143.1					XM_014755904.1	XM_011159904.3	XM_046979714.1
OG0006187	XM_012209162.1						XM_026131421.2, XM_039447306.1, XM_039451495.1	
OG0006188	XM_012209189.1					XM_014742757.1	XM_011159091.3	XM_046957393.1
OG0006189	XM_012209204.1					XM_014743858.1	XM_011166135.3	XM_046963456.1
OG0006190		NM_001011562.1	XM_048412837.1	Caust.v2_014704-RB	XM_017937447.1			
OG0006191		NM_001011567.1	XM_048412737.1	Caust.v2_002454-RA	XM_017936301.1			
OG0006192		NM_001011576.1	XM_048408150.1	Caust.v2_012026-RA	XM_017938543.1			
